ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΕΝΝΙΑ ΓΕΩΡΓΙΑ του Σωκράτη,ΔΟΥΖΙΝΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,ΔΡΙΤΣΑΣ ΘΕΟΔΩΡΟΣ του Παναγιώτη,ΜΑΛΤΕΖΟΣ ΓΡΗΓΟΡΙΟΣ του Θεμιστοκλή,ΜΠΑΪΡΑΜΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΠΕΝΕΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΡΕΠΟΥΣΗ ΜΑΡΙΑ του Βασιλείου,ΣΤΑΜΑΤΑΚΗ ΕΛΕΝΗ του Παναγιώτη,Νέα Δημοκρατία,ΑΒΡΑΝΤΙΝΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Ιωάννη,ΔΟΥΝΙΑ ΠΑΝΑΓΙΩΤΑ (ΝΟΝΗ) του Δημητρίου ,ΚΑΛΑΓΙΑ ΜΑΡΙΑ του Ηλία,ΚΑΤΣΑΦΑΔΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΩΛΑΚΟΣ ΝΙΚΟΛΑΟΣ  του Πέτρου ,ΜΕΛΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΠΟΥΤΣΙΚΑΚΗΣ ΧΡΙΣΤΟΦΟΡΟΣ-ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΡΟΥΣΣΟΥ ΖΩΗ του Ευαγγέλου-Αντωνίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΤΖΟΓΛΟΥ ΣΤΥΛΙΑΝΟΣ του Μιχαήλ,ΚΑΤΣΟΥΛΗ ΠΑΓΩΝΑ του Γεωργίου,ΚΟΥΖΗΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΜΑΥΡΟΜΜΑΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΝΙΑΟΥΡΗ ΜΑΡΙΑ του Χρήστου,ΞΗΡΑΚΙΑ ΑΝΔΡΙΑΝΗ του Λάμπρου,ΠΟΤΟΥΡΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ανδρέα,Κίνημα Αλλαγής,ΑΘΑΝΑΣΙΑΔΗΣ ΛΑΖΑΡΟΣ (ΤΑΚΗΣ) του Θεοδώρου,ΑΝΑΓΝΩΣΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Σταματίου,ΑΡΚΑΛΑΚΗ ΑΡΓΥΡΩ (ΡΟΥΛΑ) του Ευτυχίου ,ΒΟΥΡΕΞΑΚΗ - ΤΑΜΠΟΥΡΑΤΖΗ ΚΑΤΕΡΙΝΑ (ΚΑΤΙΝΑ) του Αναστασίου,ΚΑΤΣΑΦΑΔΟΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΜΑΝΟΥΣΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωάννη,ΠΟΝΤΑΣ ΑΠΟΣΤΟΛΟΣ του Ηλία,ΧΡΥΣΟΦΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Ιακώβου,Κ.Κ.Ε.,ΔΙΓΕΝΗ ΑΣΗΜΙΝΑ (ΣΕΜΙΝΑ) του Αναστασίου ,ΚΑΡΠΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΜΑΝΟΥΣΟΓΙΑΝΝΑΚΗΣ ΙΩΑΝΝΗΣ του Ιωσήφ,ΜΑΡΟΥΠΑΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου ,ΜΟΦΟΡΗΣ ΓΡΗΓΟΡΙΟΣ του Σταύρου,ΞΕΚΑΛΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου ,ΠΑΝΤΕΛΑΚΗ ΕΛΠΙΔΑ του Αντωνίου,ΧΑΤΖΗΔΑΚΗ ΕΥΤΥΧΙΑ του Γεωργίου ,Ένωση Κεντρώων,ΒΕΡΥΚΑΚΗ ΕΛΛΑΣ (ΕΛΙΝΑ) του Γεωργίου ,ΚΑΡΑΚΑΤΣΑΝΗΣ ΑΠΟΣΤΟΛΟΣ του Μιχαήλ,ΜΠΑΛΑΣΚΑΣ ΑΡΙΣΤΟΜΕΝΗΣ του Παναγιώτη ,ΠΑΝΑΓΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΣΙΜΟΣ ΙΩΑΝΝΗΣ του Ευγενίου ,ΤΡΑΚΑΚΗ ΑΓΓΕΛΙΚΗ του Δημητρίου ,ΨΩΜΑ ΣΤΥΛΙΑΝΗ (ΣΤΕΛΛΑ) του Φωτίου ,Ο.Κ.Δ.Ε.,ΤΣΟΛΑΚΑΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΦΙΕΡΗΣ ΑΝΤΩΝΙΟΣ του Ευτυχίου,ΑΝΑΣΤΑΣΙΑΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου ,ΔΕΛΑΓΡΑΜΜΑΤΙΚΑ ΓΑΡΥΦΑΛΛΙΑ (ΦΥΛΛΙΑ) του Γεωργίου ,ΔΙΑΒΟΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Στυλιανού ,ΜΑΚΡΗΣ ΓΕΡΑΣΙΜΟΣ του Κωνσταντίνου ,ΜΠΕΣΗΣ ΠΑΥΛΟΣ ΑΝΔΡΕΑΣ του Σπύρου Νεκταρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΓΑ του Γεωργίου,ΠΥΛΑΡΙΝΟΥ ΔΙΟΝΥΣΙΑ του Γεωργίου ,Ελλήνων Συνέλευσις,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Θεοδώρου,ΚΟΥΡΤΕΣΗΣ ΑΛΕΞΑΝΔΡΟΣ του Δημοσθένη ,ΜΕΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου ,ΜΠΟΥΜΠΟΥΛΗ ΜΑΡΙΑ του Χρύσανθου,ΤΣΙΑΜΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου ,ΤΣΟΡΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου ,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΕΥΣΤΑΘΙΟΥ - ΓΕΩΡΓΙΟΥ ΜΑΡΙΑ του Χρήστου ,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΜΟΛΕΓΚΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου ,ΚΙΣΑΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου ,ΜΟΣΧΟΥ ΒΑΣΙΛΕΙΟΣ του Παράσχου ,ΠΑΝΤΕΛΑΡΟΣ ΘΕΟΔΟΣΙΟΣ του Ισιδώρου,ΣΚΥΛΙΤΣΗ ΑΝΝΑ του Γεωργίου ,ΦΡΑΓΚΙΑΔΑΚΗΣ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,ΨΩΜΑΤΑΚΗ ΝΙΚΗ του Θεοδώρου ,ΨΩΜΙΑΔΟΥ ΧΡΥΣΟΥΛΑ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΑΝΤΩΝΙΟΥ ΒΑΣΙΛΙΚΗ του Χρήστου ,ΜΠΕΛΕΣΗ ΧΡΥΣΟΥΛΑ - ΧΡΥΣΑΦΩ του Γεωργίου ,ΤΣΟΥΓΚΡΑΝΗΣ ΓΕΩΡΓΙΟΣ του Προδρόμου,Μ-Λ Κ.Κ.Ε.,ΝΙΚΗΤΑ ΑΔΑΜΑΝΤΙΑ του Δημητρίου ,ΣΤΑΥΡΙΔΗΣ ΙΩΣΗΦ του Σταύρου ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΙΩΑΝΝΙΔΟΥ ΠΟΛΥΞΕΝΗ (ΞΕΝΙΑ) του Ιωάννου,ΚΡΕΜΑΣΤΙΩΤΟΥ ΕΛΕΝΗ του Παύλου,ΜΙΧΑΛΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου ,ΣΤΕΡΓΙΟΥΛΗ ΧΑΡΙΚΛΕΙΑ του Μιχαήλ ,ΣΤΕΦΑΝΟΥ ΓΕΩΡΓΙΟΣ του Χαράλαμπου ,ΦΟΥΝΤΟΥΛΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου ,Λαϊκή Ενότητα,ΑΜΙΡΑΛΗΣ ΕΛΕΥΘΕΡΙΟΣ του Εμμανουήλ,ΚΑΛΛΙΜΑΓΕΙΡΟΥ ΕΛΕΥΘΕΡΙΑ του Αναστασίου ,ΚΑΝΤΑΣ ΑΡΙΣΤΟΤΕΛΗΣ του Βασιλείου ,ΜΠΑΔΟΓΙΑΝΝΗΣ ΠΡΟΚΟΠΙΟΣ (ΑΚΗΣ) του Γεωργίου ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ευστρατίου ,ΠΕΤΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου ,ΜέΡΑ25,ΖΟΥΓΑΝΕΛΗ ΠΑΝΑΓΙΩΤΑ (ΠΟΛΑ) του Νικολάου ,ΚΑΝΑΡΕΛΗΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου ,ΚΥΡΙΑΚΙΔΗΣ ΙΩΑΝΝΗΣ  του Ευσταθίου ,ΠΑΡΤΑΚΤΖΟΓΛΟΥ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΣΤΡΑΤΟΥ ΔΑΝΑΗ του Φαίδωνα,ΧΑΡΑΛΑΜΠΑΚΗΣ ΙΩΑΝΝΗΣ του Θεοδώρου ,Δημιουργία ξανά - Θ. Τζήμερος,ΕΥΓΕΝΙΔΟΥ ΑΝΔΡΟΝΙΚΗ του Γεωργίου ,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΓΡΙΒΑ ΒΑΣΙΛΙΚΗ του Λεωνίδα,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΜΠΙΜΠΙΛΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου 
40 - Α' Πειραιώς,175 E.T. Δήμου Πειραιώς,542,317,4,0,4,313,109,26,15,49,9,8,16,32,24,96,13,18,15,37,19,13,28,20,10,4,1,4,2,3,1,1,20,6,2,3,2,1,8,2,4,19,10,1,3,1,2,1,9,4,7,3,2,4,0,0,1,0,1,0,4,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,22,14,3,1,1,9,5,4,1,0,0,0,0,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,14,8,1,2,1,6,2,3,2,0,0,3,2
40 - Α' Πειραιώς,176 E.T. Δήμου Πειραιώς,544,291,5,3,8,283,101,16,16,46,5,8,17,25,15,106,5,19,18,43,24,36,14,12,10,3,2,4,1,2,0,0,7,0,3,1,0,3,1,0,0,24,11,0,1,0,0,1,11,4,9,2,2,0,1,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,2,4,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,3,0,2,0,1,0,0,0,4,1
40 - Α' Πειραιώς,177 E.T. Δήμου Πειραιώς,570,345,4,2,6,339,130,23,14,40,8,15,14,27,23,101,12,21,10,43,8,21,19,9,10,5,1,1,3,1,0,2,22,1,3,1,3,3,16,2,2,15,11,2,1,3,0,0,6,0,5,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,3,6,0,3,2,2,3,2,1,1,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,13,6,0,3,0,2,1,2,1,0,0,6,3
40 - Α' Πειραιώς,178 E.T. Δήμου Πειραιώς,555,313,8,1,9,304,137,19,18,48,8,14,23,25,27,97,12,26,12,33,10,21,16,13,8,3,2,2,1,0,1,0,18,2,4,2,0,5,1,4,4,15,11,0,2,3,0,1,4,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,0,13,3,0,0,2,4,4,3,0,0,0,2,1
40 - Α' Πειραιώς,179 E.T. Δήμου Πειραιώς,569,306,5,5,10,296,104,19,16,37,5,6,14,21,20,110,7,24,13,40,15,39,19,8,10,5,5,3,2,0,0,1,13,3,4,2,2,2,3,2,0,28,18,4,2,5,0,1,12,1,5,1,1,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,1,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,2,0,1,0,0,0,6,3
40 - Α' Πειραιώς,180 E.T. Δήμου Πειραιώς,568,297,5,1,6,291,114,23,11,37,6,8,19,25,18,85,5,22,7,29,10,18,8,9,15,6,1,4,2,2,0,1,11,1,2,1,0,1,2,0,2,24,13,0,6,2,0,1,5,3,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3,1,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,12,3,1,2,1,3,2,1,1,0,0,10,8
40 - Α' Πειραιώς,181 E.T. Δήμου Πειραιώς,566,345,4,2,6,339,128,21,16,45,5,10,16,27,26,111,6,23,9,53,16,30,15,7,13,4,2,3,3,1,0,1,21,10,2,3,2,1,8,3,2,19,14,0,5,1,1,0,6,2,4,1,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,14,4,2,2,0,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,16,5,0,0,2,3,1,2,2,0,0,5,2
40 - Α' Πειραιώς,182 E.T. Δήμου Πειραιώς,569,354,6,3,9,345,132,23,16,50,11,24,16,30,25,111,7,26,8,46,20,27,17,12,9,4,2,5,0,1,0,0,15,0,2,0,3,2,6,3,2,22,11,2,1,1,4,0,6,1,7,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,8,0,2,0,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,20,6,2,2,0,5,2,1,0,0,0,8,3
40 - Α' Πειραιώς,183 E.T. Δήμου Πειραιώς,568,334,3,2,5,329,142,23,18,50,9,22,16,26,24,97,11,14,8,37,9,25,16,9,8,3,3,2,0,1,0,1,8,0,2,1,1,5,2,0,1,23,10,1,5,1,0,0,7,3,5,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,6,0,1,0,3,4,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,16,4,2,2,2,0,4,1,0,0,0,10,5
40 - Α' Πειραιώς,184 E.T. Δήμου Πειραιώς,569,322,14,3,17,305,107,30,15,42,6,10,18,22,24,96,9,21,16,39,13,12,19,7,8,2,3,1,0,3,0,2,21,3,6,3,3,5,6,4,2,23,16,2,6,3,1,4,7,2,10,4,1,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1,0,1,3,1,0,2,1,1,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,19,7,0,4,1,7,5,3,3,0,0,4,4
40 - Α' Πειραιώς,185 E.T. Δήμου Πειραιώς,569,324,9,5,14,310,115,22,11,33,10,8,12,24,24,108,10,25,9,40,15,29,15,9,14,6,4,5,2,1,1,0,14,2,0,1,2,1,3,1,2,19,9,1,2,0,1,0,7,1,4,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,2,0,3,1,0,2,0,0,0,0,0,0,0,3,1,0,1,0,1,1,2,0,0,1,0,0,0,14,4,3,1,0,3,1,1,0,0,0,4,0
40 - Α' Πειραιώς,186 E.T. Δήμου Πειραιώς,554,316,2,4,6,310,121,14,19,41,11,10,16,23,20,97,3,27,11,32,16,25,13,8,19,11,4,5,1,3,2,4,14,1,4,2,3,4,3,0,4,17,10,1,1,5,1,2,6,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,16,10,1,0,3,3,2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,1,0,10,4,1,1,2,4,2,1,1,0,0,6,4
40 - Α' Πειραιώς,187 E.T. Δήμου Πειραιώς,567,306,9,2,11,295,128,21,12,44,2,13,14,24,24,88,7,20,10,33,11,19,16,18,17,8,3,6,2,1,0,0,10,3,1,0,1,1,1,1,2,17,7,1,4,0,0,2,5,1,4,0,1,0,0,0,3,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,10,2,0,1,1,3,0,2,2,0,0,3,2
40 - Α' Πειραιώς,188 E.T. Δήμου Πειραιώς,569,319,4,3,7,312,122,35,11,41,8,7,13,29,25,91,8,22,6,44,11,20,11,13,12,5,3,3,1,2,0,2,16,3,1,3,2,5,6,2,1,23,13,1,2,2,2,1,10,3,5,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,6,4,0,0,4,3,0,0,0,0,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,17,5,4,3,1,1,1,3,1,0,0,5,4
40 - Α' Πειραιώς,189 E.T. Δήμου Πειραιώς,569,327,6,1,7,320,126,28,17,42,15,13,20,35,30,91,7,18,7,44,13,32,9,8,14,8,2,5,1,3,0,3,24,4,5,2,4,5,7,2,6,20,13,2,4,3,0,2,5,4,7,1,1,2,0,0,1,3,0,0,3,1,2,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,12,5,1,1,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,4,0,3,0,3,2,3,2,0,0,6,5
40 - Α' Πειραιώς,190 E.T. Δήμου Πειραιώς,570,327,6,5,11,316,115,31,21,29,9,6,11,21,22,109,12,30,6,49,13,24,16,14,11,2,2,1,2,1,0,2,12,1,2,3,2,3,2,1,2,31,17,1,6,3,6,4,6,4,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,11,5,3,3,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,12,6,2,2,1,2,3,2,1,0,0,8,2
40 - Α' Πειραιώς,191 E.T. Δήμου Πειραιώς,521,305,6,5,11,294,105,15,10,43,7,13,18,24,20,93,15,22,12,32,9,22,15,11,7,7,0,1,1,1,0,0,20,2,5,4,3,5,5,1,3,17,6,0,3,2,0,0,5,3,6,2,1,1,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,3,2,1,2,3,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,15,7,4,0,2,4,2,2,2,0,0,6,2
40 - Α' Πειραιώς,192 E.T. Δήμου Πειραιώς,522,265,12,3,15,250,80,9,10,29,8,5,11,15,10,80,9,12,6,34,14,16,11,16,8,4,0,2,2,2,0,1,21,3,3,4,2,4,5,5,4,22,10,1,2,3,1,0,12,5,7,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,2,0,1,0,0,1,3,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,0,0,2,1,1,0,9,3,0,1,1,4,1,1,0,0,0,9,4
40 - Α' Πειραιώς,193 E.T. Δήμου Πειραιώς,520,263,1,3,4,259,94,12,14,36,3,13,10,19,12,88,3,15,11,39,19,16,18,6,4,1,0,1,0,1,1,0,10,2,4,2,1,4,3,0,1,14,11,1,3,2,0,0,5,0,5,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,1,1,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,11,6,1,2,1,4,0,1,0,0,0,15,12
40 - Α' Πειραιώς,194 E.T. Δήμου Πειραιώς,520,290,4,2,6,284,103,17,16,33,7,12,15,17,23,96,8,24,15,44,8,21,10,16,12,4,4,4,1,2,0,2,19,3,3,0,0,9,4,2,2,26,11,2,4,9,0,1,8,2,5,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,1,0,1,5,4,1,0,0,0,4,2
40 - Α' Πειραιώς,195 E.T. Δήμου Πειραιώς,523,277,9,1,10,267,105,21,24,35,10,19,15,18,22,83,11,21,9,42,17,20,9,10,10,2,1,6,1,1,0,0,13,2,2,2,3,0,6,0,1,21,10,2,5,2,3,1,3,2,1,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,4,0,1,0,5,2,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,1,1,0,0,9,5,1,3,0,4,1,1,0,0,0,6,4
40 - Α' Πειραιώς,196 E.T. Δήμου Πειραιώς,520,279,1,2,3,276,99,15,20,47,7,12,17,20,22,98,9,27,9,41,15,20,17,12,5,3,1,0,1,0,0,1,18,2,2,1,2,4,5,4,3,15,5,1,1,1,0,0,2,0,6,3,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,1,3,0,5,3,2,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,9,5,2,1,0,4,0,0,0,0,0,5,2
40 - Α' Πειραιώς,197 E.T. Δήμου Πειραιώς,518,259,3,1,4,255,96,15,10,33,3,7,19,19,19,73,4,13,6,36,8,14,8,12,10,1,0,2,2,2,0,0,15,2,3,1,1,3,6,2,2,20,11,1,0,3,0,2,4,2,5,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,5,1,1,0,4,3,1,1,0,0,0,0,0,0,0,5,1,1,1,2,1,0,1,0,0,0,0,0,1,12,7,1,1,1,3,1,1,1,0,0,4,3
40 - Α' Πειραιώς,198 E.T. Δήμου Πειραιώς,530,257,4,0,4,253,89,14,16,35,7,9,6,29,13,89,5,16,4,45,16,21,16,11,11,7,1,1,5,0,0,0,16,2,1,2,2,5,6,4,0,14,5,0,1,1,1,2,2,3,4,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,6,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,1,1,4,4,2,2,0,0,5,2
40 - Α' Πειραιώς,199 E.T. Δήμου Πειραιώς,522,279,9,2,11,268,96,18,17,38,6,8,13,20,10,96,9,18,6,43,18,24,8,15,13,7,3,1,3,1,3,2,14,1,2,2,2,2,4,3,1,23,15,2,5,3,4,0,5,2,3,0,0,1,0,0,1,2,0,0,3,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,0,2,1,1,0,0,0,1,1
40 - Α' Πειραιώς,200 E.T. Δήμου Πειραιώς,521,264,1,2,3,261,85,7,13,28,2,6,10,27,9,91,5,18,13,51,11,19,10,7,11,5,2,2,1,2,1,0,9,2,2,1,2,2,2,1,2,15,11,1,0,3,0,1,3,2,6,0,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,2,3,1,1,5,5,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,4,0,0,1,0,0,15,2,1,1,0,5,2,1,0,0,0,7,4
40 - Α' Πειραιώς,201 E.T. Δήμου Πειραιώς,520,276,3,2,5,271,89,18,18,27,2,7,15,23,22,86,3,15,6,34,18,22,8,14,12,3,3,4,2,2,4,2,15,4,5,2,3,3,7,1,0,23,8,1,4,3,0,1,9,4,6,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,13,7,1,2,0,6,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,3,1,2,3,0,2,0,0,0,11,5
40 - Α' Πειραιώς,202 E.T. Δήμου Πειραιώς,533,161,1,0,1,160,50,9,6,19,7,6,13,10,12,61,5,12,5,31,11,15,9,10,4,2,0,4,0,0,2,0,6,1,3,1,0,1,1,2,0,13,8,0,3,0,2,0,3,2,8,5,1,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0,1,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,3,0,0,1,1,0,0,0,0,0,0,0
40 - Α' Πειραιώς,203 E.T. Δήμου Πειραιώς,560,203,3,2,5,198,63,15,13,27,3,2,13,13,15,88,0,21,14,45,11,22,7,6,6,2,1,5,0,1,0,0,10,1,0,2,1,0,4,1,1,8,4,0,1,3,0,0,2,1,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,2,2,0,1,0,0,0,0,0,0,0,3,1,1,0,0,1,1,1,0,1,0,0,0,1,6,1,1,0,0,1,2,0,0,0,0,4,3
40 - Α' Πειραιώς,204 E.T. Δήμου Πειραιώς,540,212,2,0,2,210,68,19,2,20,7,4,9,19,12,89,7,14,11,34,29,32,15,6,8,7,2,5,0,1,0,0,8,2,2,1,0,2,4,0,0,7,4,1,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,13,4,1,1,0,3,2,1,1,0,0,4,4
40 - Α' Πειραιώς,205 E.T. Δήμου Πειραιώς,533,244,6,2,8,236,88,15,14,29,8,3,5,18,21,79,8,13,5,34,12,19,7,8,7,1,1,2,0,0,0,3,13,2,0,1,4,3,2,3,1,16,8,0,3,2,1,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,4,1,3,1,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,13,5,0,0,2,5,0,0,0,0,0,2,1
