ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΑΓΝΩΣΤΟΥ ΘΕΟΦΑΝΩ του Γεωργίου,ΚΑΡΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜΑΝΤΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΝΑΣΣΗ ΟΛΓΑ του Ελευθερίου,ΣΠΕΓΓΟΣ ΑΡΙΣΤΕΙΔΗΣ-ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΣΤΕΦΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΤΖΟΥΦΗ ΜΕΡΟΠΗ του Στέφανου,Νέα Δημοκρατία,ΑΜΥΡΑΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΔΑΡΔΑΜΑΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ματθαίου,ΚΑΛΟΓΙΑΝΝΗΣ ΣΤΑΥΡΟΣ του Ελευθερίου,ΚΕΦΑΛΑ ΜΑΡΙΑ-ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΤΑΣΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΤΖΑΡΟΥΧΗ ΣΟΦΙΑ του Αποστόλου,ΤΣΟΥΛΑΚΗ ΜΑΡΙΑ του Θεμιστοκλή,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΟΥΚΑ ΠΟΛΥΞΕΝΗ (ΞΕΝΙΑ) του Γεωργίου,ΛΙΛΛΗΣ ΝΙΚΟΛΑΟΣ του Μιχαήλ,ΠΑΠΑΣΤΑΘΗ ΦΩΤΕΙΝΗ του Δημητρίου,ΤΣΑΓΚΑΣ ΧΡΙΣΤΟΦΟΡΟΣ του Γεωργίου,ΤΣΙΑΓΚΑΒΕΛΗΣ ΑΛΕΞΑΝΔΡΟΣ του Αχιλλέα,Κίνημα Αλλαγής,ΓΑΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΖΑΡΠΑΛΑΣ ΣΩΤΗΡΗΣ του Κωνσταντίνου,ΖΗΚΟΥ ΜΑΡΓΑΡΙΤΑ του Γεωργίου,ΚΑΣΣΗΣ ΜΙΧΑΗΛ του Αριστείδη,ΜΑΝΤΑΛΟΒΑΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΜΠΑΡΜΠΑ ΒΑΣΙΛΙΚΗ (ΒΑΝΑ) του Χαραλάμπους,ΣΑΡΑΝΤΟΠΟΥΛΟΥ-ΠΡΕΝΤΖΑ ΑΙΚΑΤΕΡΙΝΗ του Λεωνίδα,Κ.Κ.Ε.,ΕΞΑΡΧΟΣ ΝΙΚΟΛΑΟΣ του Θεοφάνη,ΜΠΟΜΠΟΛΗ ΑΦΡΟΔΙΤΗ του Δημητρίου,ΝΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΠΑΠΠΑΣ ΧΑΡΑΛΑΜΠΟΣ του Αλεξάνδρου,ΤΑΣΙΟΥΛΑΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΤΟΥΛΚΙΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Σάββα,ΤΣΟΥΜΑΝΗ ΟΛΓΑ (ΟΛΥ) του Γεωργίου,Ένωση Κεντρώων,ΑΡΓΥΡΗΣ ΣΤΑΥΡΟΣ του Χρήστου,ΔΑΝΕΛΛΑΣ ΔΗΜΟΣΘΕΝΗΣ του Αδαμαντίου,ΔΗΜΟΣ ΟΔΥΣΣΕΑΣ του Αντώνη,ΔΟΣΗ ΒΑΣΙΛΙΚΗ του Μενελάου,ΕΠΙΤΡΟΠΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΛΕΒΕΝΤΗ - ΜΠΑΚΑΛΟΥ ΔΙΑΛΕΚΤΗ του Παντελή,ΣΠΥΡΟΝΙΚΟΥ ΧΡΙΣΤΙΝΑ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΓΕΩΡΓΙΑΔΗΣ ΣΤΕΦΑΝΟΣ του Ευάγγελου,ΜΠΑΛΤΖΩΗ ΦΩΤΕΙΝΗ του Λάμπρου,ΠΛΑΣΤΗΡΑ ΕΛΠΙΝΙΚΗ του Δημητρίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΓΚΙΚΑ ΛΟΥΪΖΑ του Δημητρίου,ΜΠΑΚΟΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΠΑΣΣΙΑΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΤΟΛΗ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,Ελλήνων Συνέλευσις,ΓΡΑΜΜΟΖΗ ΑΓΓΕΛΙΚΗ (ΑΝΤΖΥ) του Ζήση,ΔΕΡΕΚΑΣ ΑΓΓΕΛΟΣ του Αναστασίου,ΚΩΤΣΟΡΙΔΗΣ ΣΤΕΡΓΙΟΣ του Χαραλάμπους,ΝΤΑΣΙΟΥ ΜΑΡΙΑ του Σωτηρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΪΑ (ΒΑΝΕΣΣΑ) του Αθανασίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΡΑΧΑΜΗ ΕΙΡΗΝΗ του Ελευθερίου,ΠΑΠΑΤΟΛΗΣ ΠΑΝΤΕΛΗΣ του Ναπολέωντα,ΣΤΑΜΙΔΗ ΒΑΣΙΛΙΚΗ του Χρήστου,ΤΖΑΛΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΤΣΟΥΡΗΣ ΧΑΡΑΛΑΜΠΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΚΑΝΔΡΕΛΗ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΜΙΧΟΥ ΦΩΤΕΙΝΗ του Δημητρίου,ΠΑΚΟΣ ΑΛΕΞΑΝΔΡΟΣ του Ευθυμίου,ΠΑΠΑΝΔΡΕΟΥ ΠΕΤΡΟΣ του Κωνσταντίνου,ΣΤΡΑΤΟΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΤΣΙΛΙΚΑΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΑΘΑΝΑΣΙΟΥ ΧΡΥΣΑΝΘΗ του Παντελή,ΓΡΑΒΟΣ ΕΥΑΓΓΕΛΟΣ του Δημοσθένους,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΚΟΓΚΟΥ ΙΟΥΛΙΑ του Φιλίππου,ΖΑΦΕΙΡΗ ΓΙΟΛΑΝΤΑ του Χρήστου,ΚΟΥΜΕΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΜΙΧΑΗΛ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,ΤΣΙΩΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Λαϊκή Ενότητα,ΓΟΔΕΒΕΝΟΣ ΠΕΤΡΟΣ του Γεωργίου,ΓΟΥΡΖΗ ΕΥΤΥΧΙΑ του Εμμανουήλ,ΜΠΟΥΚΗ ΕΛΕΝΗ του Φωτίου,ΤΣΑΚΑΝΙΚΑΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΜέΡΑ25,ΒΑΚΟΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Θεοχάρη,ΛΑΜΠΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΛΙΟΥΤΑ ΛΑΜΠΡΙΝΗ (ΠΑΣΧΑΛΙΝΑ) του Κωνσταντίνου,ΜΠΑΪΡΑΚΤΑΡΗ ΡΟΔΑΝΘΗ-ΑΡΙΣΤΕΑ του Ιωάννη,ΤΣΟΥΝΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΒΟΣΤΙΝΙΩΤΗΣ) του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΡΑΒΑΝΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Καίσαρος  Χοϊδά,ΖΟΥΚΗ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,ΜΠΙΚΑ ΕΛΛΗ του Ιωάννη,ΜΠΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΠΑΠΠΑΣ ΦΙΛΙΠΠΟΣ του Χριστόδουλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΜΠΡΟΣ ΧΡΗΣΤΟΣ του Νικολάου,ΛΙΤΣΙΟΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΤΖΑΛΑΛΗ ΧΡΙΣΤΙΝΑ του Στέργιου
18 - Ιωαννίνων,198 E.T. Δήμου Ζίτσας,420,305,1,4,5,300,144,5,11,23,22,8,41,53,80,13,11,17,30,21,6,20,4,2,0,0,0,0,30,5,8,4,9,8,8,0,22,0,4,0,8,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,3,2,2,1
18 - Ιωαννίνων,199 E.T. Δήμου Ζίτσας,431,256,2,2,4,252,107,5,23,39,18,12,20,35,70,14,3,19,15,17,5,15,5,0,0,0,2,0,20,2,0,3,15,3,6,0,28,17,2,1,16,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,0,4,0,8,3,3,0,3,3,2,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,4,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1
18 - Ιωαννίνων,200 E.T. Δήμου Ζίτσας,275,134,0,1,1,133,49,15,10,8,5,7,18,12,41,13,5,7,1,21,3,7,2,1,0,0,1,0,25,9,7,1,5,10,7,0,10,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,201 E.T. Δήμου Ζίτσας,115,72,1,0,1,71,28,4,5,2,3,10,3,13,30,8,6,6,2,12,0,3,0,0,0,0,0,0,5,2,0,0,1,1,3,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,202 E.T. Δήμου Ζίτσας,195,140,1,2,3,137,46,2,9,8,5,1,15,18,28,12,8,6,6,6,1,5,1,0,0,0,1,0,31,11,12,4,15,5,1,1,18,8,2,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,5,3,0,1
18 - Ιωαννίνων,203 E.T. Δήμου Ζίτσας,294,181,1,1,2,179,58,2,6,16,4,2,14,13,45,9,8,11,6,17,3,5,5,1,1,2,0,3,35,7,6,1,23,9,7,2,25,13,2,0,7,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1
18 - Ιωαννίνων,204 E.T. Δήμου Ζίτσας,152,86,0,4,4,82,31,0,4,8,1,5,13,10,20,8,4,3,5,6,2,3,0,0,0,0,0,0,20,16,3,1,1,7,2,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,205 E.T. Δήμου Ζίτσας,268,181,1,3,4,177,56,4,10,16,5,12,16,12,74,14,19,10,10,39,0,4,0,0,0,0,0,0,14,1,3,3,4,5,2,0,11,3,0,1,1,2,3,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,1,8,0,1,0,0,0,2,2,0,0
18 - Ιωαννίνων,206 E.T. Δήμου Ζίτσας,305,184,0,1,1,183,86,9,17,13,8,9,31,25,64,11,18,9,15,18,3,10,2,0,0,0,0,0,15,5,4,2,3,4,1,1,8,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18 - Ιωαννίνων,207 E.T. Δήμου Ζίτσας,562,403,4,2,6,397,174,6,22,48,20,15,41,59,59,13,13,15,20,17,5,8,5,1,1,0,2,0,45,18,11,5,7,16,3,4,84,60,3,7,47,5,4,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,2,1,4,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,9,1,1,2,1,0,1,0,0,0,0,0,9,3,3,2
18 - Ιωαννίνων,208 E.T. Δήμου Ζίτσας,477,341,3,0,3,338,130,6,15,44,14,8,35,51,87,19,30,12,24,21,5,16,1,0,0,0,0,0,57,20,20,5,15,29,5,2,40,27,0,2,19,2,3,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,0,1,0,9,0,0,2,3,0,0,0,0,0,0,0,4,1,1,1
18 - Ιωαννίνων,209 E.T. Δήμου Ιωαννιτών,526,344,4,2,6,338,116,6,22,26,8,4,25,39,110,22,18,20,37,31,3,15,11,7,0,0,5,1,51,21,8,7,8,18,8,5,9,2,0,0,2,1,0,2,5,5,0,0,0,0,0,0,0,0,0,0,6,5,0,3,1,0,0,0,0,0,0,0,12,1,2,1,1,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,1,0,6,2,1,0,0,0,3,0,0,0,0,0,4,2,0,1
18 - Ιωαννίνων,210 E.T. Δήμου Ιωαννιτών,519,365,2,1,3,362,123,14,24,15,18,6,38,40,150,35,22,28,55,64,10,15,6,1,0,0,2,1,33,6,12,8,2,7,7,2,19,5,0,1,3,3,3,9,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,17,3,0,2,4,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,0,1,2,0,1,1,0,0,1,0,0,0
18 - Ιωαννίνων,211 E.T. Δήμου Ιωαννιτών,519,354,6,0,6,348,125,10,26,29,23,7,35,36,129,27,17,40,50,34,11,10,17,4,2,1,8,1,31,5,7,3,7,9,6,1,16,10,0,1,3,4,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,9,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,2,1,1,4,0,2,0,0,1,2,1,1,1
18 - Ιωαννίνων,212 E.T. Δήμου Ιωαννιτών,521,374,2,2,4,370,123,8,23,19,17,6,38,31,141,35,30,24,43,45,11,22,9,2,0,0,2,0,35,14,8,4,1,24,17,1,15,3,2,0,1,3,4,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,4,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,2,4,2,2,0,0,1,0,0,5,2,0,2
18 - Ιωαννίνων,213 E.T. Δήμου Ιωαννιτών,515,361,5,4,9,352,127,7,20,23,22,6,49,56,142,32,21,47,38,42,9,27,4,2,1,0,1,0,33,6,6,3,10,13,10,3,15,5,1,2,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,3,1,0,6,1,2,0,1,1,2,0,0,0
18 - Ιωαννίνων,214 E.T. Δήμου Ιωαννιτών,514,356,5,2,7,349,129,14,25,23,19,8,32,38,113,31,25,22,38,38,6,19,7,0,1,1,3,2,41,8,11,3,2,22,11,5,19,9,1,7,1,3,2,3,4,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,10,1,0,1,0,6,2,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1,2,1,2,0,0,0,0,0,6,3,1,3
18 - Ιωαννίνων,215 E.T. Δήμου Ιωαννιτών,516,354,12,1,13,341,117,11,13,20,15,8,35,33,129,24,31,24,44,43,7,11,13,4,0,0,5,2,29,7,11,4,2,9,5,4,11,2,1,0,2,1,2,3,5,1,1,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,2,2,3,2,0,1,0,0,0,0,0,4,0,0,0
18 - Ιωαννίνων,216 E.T. Δήμου Ιωαννιτών,511,359,4,5,9,350,132,17,28,26,16,5,39,43,122,31,21,34,30,28,10,14,8,1,0,4,4,1,40,7,6,1,5,20,8,5,7,1,0,1,1,1,2,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,18,4,2,4,2,10,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,12,7,3,1,1,0,2,2,0,0,0,2,1,0,0,0
18 - Ιωαννίνων,217 E.T. Δήμου Ιωαννιτών,519,367,6,3,9,358,126,16,19,14,17,6,37,42,150,28,30,40,48,39,6,31,5,2,0,0,1,1,28,3,12,2,2,9,7,2,14,5,2,0,0,2,0,6,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,6,1,2,0,1,2,6,2,0,1
18 - Ιωαννίνων,218 E.T. Δήμου Ιωαννιτών,331,223,3,2,5,218,79,6,9,15,6,15,17,24,88,23,20,18,25,21,10,6,2,0,0,0,1,1,21,12,2,1,6,9,1,1,3,0,1,0,0,1,1,2,3,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,2,2,0,1,1,0,1,0,1,0,0,0,4,2,1,1
18 - Ιωαννίνων,219 E.T. Δήμου Ιωαννιτών,402,273,4,0,4,269,86,11,11,13,13,12,23,27,109,39,20,33,32,27,18,10,5,1,0,1,2,1,35,12,4,15,2,16,17,1,8,3,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,11,1,2,0,3,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,10,5,3,2,1,1,0,0,0,0,0,0,1,0,0,1
18 - Ιωαννίνων,220 E.T. Δήμου Ιωαννιτών,395,244,2,1,3,241,65,13,4,11,14,3,15,22,132,35,18,28,37,46,22,28,4,1,0,0,1,0,12,5,4,2,0,4,2,1,9,2,0,4,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,2,1,3,1,0,3,0,2,1,0,0,0,0,0,0
18 - Ιωαννίνων,221 E.T. Δήμου Ιωαννιτών,445,268,4,1,5,263,78,11,13,14,13,2,15,30,131,34,23,23,35,34,13,37,14,4,2,2,5,2,11,1,0,1,4,3,5,1,4,1,0,0,0,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,1,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5,0,1,3,0,0,0,0,0,0,0,2,0,1,2
18 - Ιωαννίνων,222 E.T. Δήμου Ιωαννιτών,536,381,10,3,13,368,143,9,21,41,17,13,35,58,134,46,32,39,32,36,4,15,5,2,2,1,1,0,36,15,6,7,6,8,6,2,13,3,1,0,1,1,0,2,3,2,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,9,1,0,3,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,1,1,1,6,0,4,1,1,0,2,1,0,0
18 - Ιωαννίνων,223 E.T. Δήμου Ιωαννιτών,530,371,6,8,14,357,141,12,18,36,14,13,37,44,129,33,20,37,20,42,3,24,6,2,1,0,1,0,29,11,6,2,6,7,11,2,15,3,2,0,1,1,2,2,5,0,1,0,1,1,2,1,0,0,0,0,8,7,0,0,1,1,1,0,0,1,0,0,5,1,0,1,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,2,2,1,1,0,1,1,5,2,1,3
18 - Ιωαννίνων,224 E.T. Δήμου Ιωαννιτών,552,376,6,5,11,365,134,11,14,23,8,10,37,44,151,43,27,39,26,51,9,17,4,0,1,0,1,0,25,10,7,2,3,5,2,3,10,1,0,0,0,1,1,4,4,0,0,1,0,0,0,0,0,0,0,0,7,2,1,2,0,1,0,0,0,0,0,0,2,0,0,0,1,1,4,1,0,0,0,0,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,10,2,0,1,2,0,5,0,1,0,0,1,6,1,1,2
18 - Ιωαννίνων,225 E.T. Δήμου Ιωαννιτών,568,380,9,1,10,370,155,14,24,23,20,9,51,50,124,35,24,32,35,43,10,21,6,1,0,0,4,1,23,9,7,5,3,3,6,1,22,4,1,0,3,5,3,5,1,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,9,2,2,2,2,5,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,4,2,4,1,2,5,1,2,1,1,0,4,1,2,2
18 - Ιωαννίνων,226 E.T. Δήμου Ιωαννιτών,534,356,1,1,2,354,155,21,20,24,21,12,44,46,120,22,21,70,27,34,5,15,5,1,1,1,2,1,24,7,4,11,3,6,6,1,15,3,1,2,2,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,9,1,5,0,5,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,14,4,1,3,4,2,2,0,0,0,0,0,2,0,0,0
18 - Ιωαννίνων,227 E.T. Δήμου Ιωαννιτών,561,370,3,3,6,364,170,15,31,35,21,17,49,60,102,12,16,39,27,20,5,17,4,3,0,1,3,0,33,8,6,3,4,14,6,1,21,7,3,0,6,5,4,7,4,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,2,2,1,0,1,0,2,0,0,0,1,1,5,3,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12,2,2,1,2,1,1,0,1,0,0,0,5,2,4,2
18 - Ιωαννίνων,228 E.T. Δήμου Ιωαννιτών,555,357,9,4,13,344,126,13,28,32,15,4,36,42,127,38,23,34,33,44,9,13,3,2,0,0,1,0,22,8,1,6,6,7,4,4,9,3,2,6,0,1,0,0,2,0,0,0,1,0,1,0,3,1,2,1,2,0,0,0,0,0,3,3,2,0,0,1,21,2,1,2,3,5,0,0,0,0,0,0,0,1,0,1,4,0,1,0,2,0,0,0,0,0,0,15,3,3,7,3,0,4,0,0,0,0,0,2,0,0,1
18 - Ιωαννίνων,229 E.T. Δήμου Ιωαννιτών,569,387,6,1,7,380,148,10,22,37,28,9,36,49,147,23,23,53,47,42,5,26,7,1,2,0,2,4,20,8,4,0,2,6,2,0,10,3,0,0,5,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,2,0,0,2,2,0,8,2,0,1,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,1,0,1,1,0,15,3,4,4,1,0,2,1,0,0,2,0,5,4,1,3
18 - Ιωαννίνων,230 E.T. Δήμου Ιωαννιτών,565,399,8,8,16,383,152,14,29,25,18,18,37,47,144,39,38,38,32,43,8,19,6,1,1,2,3,1,33,1,4,6,4,12,2,3,10,2,2,1,0,2,1,1,6,1,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,6,3,0,0,2,2,4,1,0,0,3,0,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,14,4,2,2,0,1,0,0,0,0,0,0,1,1,0,0
18 - Ιωαννίνων,231 E.T. Δήμου Ιωαννιτών,569,370,1,5,6,364,157,18,22,27,20,9,43,55,119,32,26,36,20,36,8,21,17,5,2,4,5,2,28,11,10,1,2,12,3,1,15,4,0,1,1,1,0,3,3,1,0,1,1,0,1,1,0,0,0,0,3,0,1,1,0,2,0,0,0,0,0,0,6,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,3,3,3,0,4,0,1,1,0,1,2,1,1,0
18 - Ιωαννίνων,232 E.T. Δήμου Ιωαννιτών,567,342,3,1,4,338,155,9,23,40,16,10,47,42,104,18,16,34,30,38,5,11,3,0,0,0,3,1,35,14,10,2,4,12,6,2,13,3,1,0,3,2,2,4,1,1,0,0,0,0,1,0,0,0,0,0,6,1,2,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,4,2,1,1,2,11,3,1,2,2,0,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,233 E.T. Δήμου Ιωαννιτών,570,382,9,2,11,371,152,12,18,17,21,25,47,56,141,26,25,33,29,37,12,21,2,0,0,0,1,0,14,3,1,0,2,2,3,1,23,9,1,3,5,3,2,6,2,0,0,0,0,0,1,1,1,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,4,1,0,0,3,2,8,2,0,0,1,0,2,0,0,0,3,0,1,0,3,0,1,0,1,1,0,11,4,1,3,1,0,0,0,0,0,0,0,7,2,0,3
