ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΚΡΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΛΙΒΑΝΙΟΥ ΖΩΗ του Ευαγγέλου,ΛΥΚΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΝΤΕΛΚΗ ΚΥΠΑΡΙΣΣΙΑ (ΠΑΡΗ) του Νικολάου,ΠΡΑΤΣΟΛΗΣ  ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Κλεάνθη,ΣΙΜΩΣΗ ΓΕΩΡΓΙΑ του Αθανασίου,ΧΑΤΖΗΓΙΑΝΝΑΚΗΣ  ΜΙΛΤΙΑΔΗΣ του Ευαγγέλου,Νέα Δημοκρατία,ΑΡΓΥΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΖΕΜΠΙΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΑΡΑΜΠΑΤΣΩΛΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ (ΣΙΜΟΣ) του Βασιλείου,ΜΑΝΩΛΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΜΙΜΙΚΟΥ ΕΥΑΓΓΕΛΙΑ του Αλεξάνδρου,ΠΑΠΠΑ ΑΝΝΑ του Δημητρίου,ΠΝΕΥΜΑΤΙΚΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΖΑΧΑΡΙΑΔΟΥ ΟΥΡΑΝΙΑ του Βασιλείου,ΚΑΡΑΓΑΣΗΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΚΕΛΕΠΟΥΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΤΡΩΝΗΣ ΧΡΗΣΤΟΣ του Σταύρου,ΜΠΑΡΜΠΟΥΡΗΣ Ευάγγελος του Σπυρίδωνος,ΜΠΟΥΡΝΙΩΤΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΡΑΛΛΗ ΙΩΑΝΝΑ του Αναστασίου,ΧΑΛΙΩΤΗ ΑΡΓΥΡΩ του Ελευθερίου,Κίνημα Αλλαγής,ΓΕΝΝΗΜΑΤΑ ΦΩΤΕΙΝΗ (ΦΩΦΗ) του Γεωργίου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ του Αγγέλου,ΜΠΟΥΡΟΔΗΜΟΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΠΑΛΑΙΟΛΟΓΟΥ - ΝΙΚΟΛΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αθανασίου,ΠΑΠΑΔΙΟΧΟΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΠΑΠΑΝΑΣΤΑΣΙΟΥ ΑΣΗΜΙΝΑ (ΜΙΝΑ) του Δημητρίου,ΠΑΥΛΟΥ ΧΡΗΣΤΟΣ του Ταξιάρχη,ΣΕΠΕΤΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε.,ΑΥΛΩΝΙΤΗ ΔΗΜΗΤΡΑ (ΤΑΝΙΑ) του Ευαγγέλου,ΓΕΩΡΓΑΝΤΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΜΑΡΙΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΟΣ του Βελισσαρίου,ΝΤΟΥΡΟΥ ΙΩΑΝΝΑ (ΣΟΦΙΑ) του Πέτρου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΤΖΑΒΑΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου - Αντωνίου,ΤΣΙΒΙΚΑ ΓΡΑΝΕΤΑ του Ευαγγέλου,Ένωση Κεντρώων,ΒΛΑΧΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΓΙΑΝΝΑΚΟΥΡΗ ΑΝΝΑ - ΜΑΡΙΑ του Αναστασίου,ΓΚΑΒΑΛΗΣ ΝΙΚΟΛΑΟΣ του Προκοπίου,ΓΟΥΡΓΙΩΤΗ ΣΤΑΜΑΤΙΑ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ του Σταμούλη,ΝΤΑΡΛΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΣΕΤΤΑ ΕΛΕΝΗ του Σταύρου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΝΙΚΟΛΑΟΣ του Αθανασίου,Ο.Κ.Δ.Ε.,ΘΕΟΔΩΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Φιλίππου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΦΕΙΑΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΜΕΘΕΝΙΤΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Αναστασίου,ΜΠΟΥΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΘΕΜΕΛΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Ιωάννη,ΚΩΝΣΤΑΝΤΑΓΚΑ ΔΕΣΠΟΙΝΑ του Γεωργίου,ΛΑΜΠΡΙΝΟΣ ΕΥΑΓΓΕΛΟΣ του Θεοδώρου,ΜΟΣΧΗ ΤΣΑΜΠΙΚΑ (ΤΑΜΜΥ) του Κυριάκου,ΧΑΪΤΑΣ ΗΛΙΑΣ του Χαράλαμπου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΑΓΓΕΛΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΙΩΝΗΣ ΕΥΑΓΓΕΛΟΣ του Ιωάννη,ΜΠΑΣΟΥΚΟΣ ΑΠΟΣΤΟΛΟΣ του Ανέστη,ΜΩΡΑΪΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σταύρου,ΠΟΛΙΤΗΣ ΝΙΚΟΛΑΟΣ του Ευαγγέλου,ΠΡΩΤΟΝΟΤΑΡΙΟΥ ΑΡΤΕΜΗΣΙΑ του Νικολάου,ΣΙΜΙΤΖΗ ΕΛΕΝΗ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΤΣΙΛΙΧΡΗΣΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΣΟΥΛΤΑΝΑ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΕΔΕΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΖΑΝΙΔΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Εμμανουήλ,ΚΑΝΤΟΥΡΟΣ ΣΤΥΛΙΑΝΟΣ του Βασιλείου,ΝΤΟΥΜΑ ΑΡΙΑΔΝΗ του Νικολάου,ΡΟΥΤΣΗΣ ΠΑΣΧΑΛΗΣ του Βασιλείου,ΧΑΤΖΗΘΕΟΔΩΡΟΥ ΔΗΜΗΤΡΑ του Στυλιανού,Λαϊκή Ενότητα,ΓΚΙΜΤΣΑΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΛΑΜΠΡΟΥ ΑΘΑΝΑΣΙΟΣ του Χαραλάμπους,ΤΑΜΠΟΥΡΑΤΖΗ ΔΗΜΗΤΡΑ του Αναστασίου,ΜέΡΑ25,ΑΒΔΕΛΑΣ ΕΥΑΓΓΕΛΟΣ του Λεωνίδα,ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΜΕΣΙΤΗ ΔΕΣΠΟΙΝΑ του Μαρσέλου,ΠΑΠΑΪΩΑΝΝΟΥ ΙΩΑΝΝΗΣ του Δημήτρη,ΣΚΙΑΔΑΡΕΣΗ ΑΝΝΑ του Γεράσιμου,ΤΡΙΜΙΝΤΖΙΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΘΑΝΑΣΙΑΔΗ ΝΑΤΑΛΙΑ του Ιωάννη,ΔΡΑΚΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Παναγιώτη,ΚΑΤΣΟΣ ΒΑΓΙΑΣ του Δημητρίου,ΚΡΙΝΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΚΡΟΤΣΕΤΗ ΓΕΩΡΓΙΑ του Βασιλείου,ΤΣΙΡΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΜΙΝΤΖΙΦΙΡΗ ΕΛΕΝΗ του Αλεξάνδρου,ΡΟΥΜΠΗΣ ΕΥΑΓΓΕΛΟΣ του Ευθυμίου
37 - Ευβοιας,192 E.T. Δήμου Κύμης - Αλιβερίου,30,11,0,0,0,11,2,0,0,0,0,0,0,1,0,3,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,193 E.T. Δήμου Κύμης - Αλιβερίου,30,22,0,1,1,21,14,2,5,0,4,1,1,6,1,5,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,194 E.T. Δήμου Κύμης - Αλιβερίου,287,204,0,1,1,203,65,6,9,1,8,0,5,25,29,74,35,22,7,22,22,1,3,5,5,0,1,1,0,1,0,1,1,9,2,4,0,2,4,1,1,0,21,4,0,16,0,1,5,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1,10,1,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,1,2,0,2,0,0,1,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,195 E.T. Δήμου Κύμης - Αλιβερίου,291,217,7,1,8,209,86,5,14,7,15,1,4,28,29,65,18,27,9,17,9,1,1,6,9,0,0,0,0,0,0,0,0,21,4,9,1,0,4,1,5,0,9,0,0,8,1,0,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,196 E.T. Δήμου Κύμης - Αλιβερίου,300,204,0,1,1,203,95,2,9,2,4,2,1,81,15,52,16,9,20,15,8,1,2,8,3,0,0,0,0,0,0,0,0,21,0,6,1,2,7,4,4,0,6,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,2,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,197 E.T. Δήμου Κύμης - Αλιβερίου,345,221,2,2,4,217,112,3,5,1,18,0,6,90,11,58,9,12,19,21,9,1,3,12,1,1,0,0,0,0,0,0,0,26,0,16,1,5,4,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,198 E.T. Δήμου Κύμης - Αλιβερίου,93,61,1,1,2,59,17,2,1,1,8,0,2,10,1,25,13,3,11,2,0,1,2,3,1,0,0,0,0,0,0,0,0,11,2,4,0,0,6,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,199 E.T. Δήμου Κύμης - Αλιβερίου,336,222,0,1,1,221,99,9,24,5,22,3,9,21,11,52,9,18,8,13,14,0,4,9,3,1,0,0,0,0,0,1,0,17,0,9,1,0,6,5,1,0,13,1,0,9,0,2,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,4,2,6,1,7,0,0,0,0,2,1,0,0,1,0,0,1,0,1,1,3,1,0,1,1,0,0,3,0,1,0,1,0,1,4,2,2
37 - Ευβοιας,200 E.T. Δήμου Κύμης - Αλιβερίου,362,238,3,2,5,233,80,8,16,8,19,2,1,20,22,86,20,23,15,23,30,2,19,19,3,0,0,0,0,1,0,0,0,22,3,10,4,0,4,8,0,4,16,1,0,12,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,0,2,2,3,2,1,0,0,1,0,2,1,1
37 - Ευβοιας,201 E.T. Δήμου Κύμης - Αλιβερίου,448,258,3,1,4,254,98,7,19,5,51,3,3,13,22,66,8,12,18,30,22,1,4,9,4,0,0,0,0,0,0,0,0,54,0,30,5,7,24,10,2,0,6,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,5,1,1,2,1,1,0,0,0,0,0,0,0,5,0,0
37 - Ευβοιας,202 E.T. Δήμου Κύμης - Αλιβερίου,267,193,3,0,3,190,82,9,16,4,37,1,5,26,12,48,11,14,13,13,13,1,3,11,2,0,0,0,0,0,0,0,0,32,0,11,5,0,10,9,6,3,4,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,1,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,1,1,0,0,0,0,0,0,0,0,4,2,2
37 - Ευβοιας,203 E.T. Δήμου Κύμης - Αλιβερίου,386,243,6,2,8,235,103,15,28,9,24,3,6,25,9,69,20,7,8,27,12,4,7,10,0,0,0,0,0,0,0,0,0,34,0,16,3,2,2,9,4,0,9,0,0,5,0,3,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,2,2,1,0,2,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2
37 - Ευβοιας,204 E.T. Δήμου Κύμης - Αλιβερίου,534,378,1,2,3,375,121,9,19,11,14,2,8,18,12,135,46,12,29,44,28,3,9,31,13,2,1,1,1,3,1,0,0,64,0,19,17,10,12,24,0,0,16,2,0,5,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,10,2,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,205 E.T. Δήμου Κύμης - Αλιβερίου,481,281,3,2,5,276,120,10,37,10,20,5,13,19,24,44,6,11,7,22,7,2,4,4,2,0,0,0,0,0,0,0,0,36,0,9,2,0,0,30,6,0,52,0,0,30,1,24,10,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,0,5,3,1,0,2,0,2,1,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,206 E.T. Δήμου Κύμης - Αλιβερίου,168,96,0,0,0,96,29,7,8,2,1,4,1,10,9,43,2,5,3,18,4,4,11,17,2,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,8,1,0,3,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,207 E.T. Δήμου Κύμης - Αλιβερίου,547,339,3,3,6,333,149,7,32,10,11,3,11,36,25,109,19,22,7,53,8,6,6,19,10,1,1,0,3,1,1,2,0,26,0,13,2,2,0,17,1,0,14,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,7,0,0,0,3,0,1,0,0,0,0,4,2,0,0,2,1,0,0,0,0,0,5,1,1,3,0,2,0,1,1,0,0,0,0,0,4,2,3
37 - Ευβοιας,208 E.T. Δήμου Κύμης - Αλιβερίου,446,282,4,2,6,276,91,11,25,8,12,2,2,23,10,107,16,21,5,52,12,2,12,17,5,0,0,0,0,0,0,0,0,29,1,5,3,1,11,12,0,0,7,0,0,4,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,1,0,1,9,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,1,2,0,0,0,0,0,0,5,0,0
37 - Ευβοιας,209 E.T. Δήμου Κύμης - Αλιβερίου,164,72,2,0,2,70,39,1,3,9,2,2,0,3,17,11,3,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,13,0,2,1,0,0,6,0,1,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
37 - Ευβοιας,210 E.T. Δήμου Κύμης - Αλιβερίου,356,250,2,0,2,248,121,20,37,6,12,6,9,9,11,52,10,7,6,22,7,1,6,12,2,0,0,0,0,0,0,0,0,20,5,3,0,2,0,17,1,1,27,4,1,18,1,5,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,1,1,7,0,0,4,0,0,0,0,0,0,3,0,0
37 - Ευβοιας,211 E.T. Δήμου Κύμης - Αλιβερίου,395,247,5,4,9,238,98,10,26,12,15,3,1,28,8,82,13,19,10,39,11,4,12,25,4,1,0,1,0,0,0,1,1,23,0,3,0,3,0,17,0,0,8,1,0,5,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,4,1,2,3,1,0,0,0,0,0,0,0,7,4,5
37 - Ευβοιας,212 E.T. Δήμου Κύμης - Αλιβερίου,412,272,3,2,5,267,92,7,25,0,23,6,3,22,20,94,11,14,11,36,9,1,15,40,6,0,0,1,1,0,0,0,0,38,3,9,1,3,3,33,0,2,8,3,1,3,1,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,4,3,5,3,0,1,0,0,0,0,0,0,5,0,0
37 - Ευβοιας,213 E.T. Δήμου Κύμης - Αλιβερίου,191,131,1,0,1,130,67,3,22,6,16,0,5,6,9,48,15,15,4,14,4,1,2,23,1,0,0,0,1,1,0,0,0,4,0,2,0,1,0,3,0,0,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,2,1,0
37 - Ευβοιας,214 E.T. Δήμου Κύμης - Αλιβερίου,127,67,0,0,0,67,23,6,2,0,1,2,0,0,9,29,13,6,0,11,0,3,7,4,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,4,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,215 E.T. Δήμου Κύμης - Αλιβερίου,264,162,0,1,1,161,63,11,16,1,4,1,4,5,15,58,22,19,3,13,5,2,4,12,1,0,0,0,0,0,0,0,0,16,0,0,15,1,2,6,1,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,5,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,5,0,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,216 E.T. Δήμου Κύμης - Αλιβερίου,397,238,4,3,7,231,108,16,22,16,19,8,1,24,27,48,5,8,4,21,8,2,6,7,4,0,0,0,0,0,0,0,0,45,0,14,3,0,1,41,0,0,6,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,3,1,0,3,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,217 E.T. Δήμου Κύμης - Αλιβερίου,460,299,4,3,7,292,90,12,19,3,7,3,2,18,24,88,14,17,8,44,6,3,10,22,8,1,2,2,0,1,0,1,3,70,0,12,1,1,2,58,2,3,17,1,1,9,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,0,1,1,1,0,1,1,0,0,0,0,1,2,2,1
37 - Ευβοιας,218 E.T. Δήμου Κύμης - Αλιβερίου,569,322,6,2,8,314,121,11,33,11,12,6,4,31,37,113,4,27,7,39,37,1,19,27,5,0,0,0,0,0,0,0,0,27,0,11,7,2,1,14,0,2,16,5,0,7,0,5,2,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,4,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,3,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,219 E.T. Δήμου Κύμης - Αλιβερίου,542,297,2,3,5,292,100,13,27,8,13,5,4,29,27,129,4,18,7,61,25,7,26,19,3,0,0,0,0,0,0,0,0,25,10,9,3,1,1,13,0,2,12,0,0,4,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0
37 - Ευβοιας,220 E.T. Δήμου Κύμης - Αλιβερίου,570,315,5,2,7,308,109,10,23,7,10,2,5,27,31,111,15,12,6,41,12,6,25,14,5,1,0,1,1,0,0,0,0,35,0,13,3,4,5,15,0,1,13,2,0,6,0,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,1,0,2,2,0,4,1,0,0,0,0,0,6,1,0
37 - Ευβοιας,221 E.T. Δήμου Κύμης - Αλιβερίου,559,306,2,2,4,302,151,18,41,13,8,6,7,43,48,89,4,9,4,35,25,3,17,24,10,0,0,0,0,0,0,0,0,23,0,8,4,2,4,13,0,0,8,2,1,3,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,222 E.T. Δήμου Κύμης - Αλιβερίου,563,342,3,2,5,337,116,10,20,3,9,2,5,28,35,144,3,22,8,64,37,11,25,31,7,0,0,0,0,0,0,0,0,37,0,16,4,0,4,18,1,2,11,2,1,6,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,2,3,5,0,0,0,0,0,0,0,0,3,0,0
37 - Ευβοιας,223 E.T. Δήμου Κύμης - Αλιβερίου,566,307,6,2,8,299,115,10,37,18,16,5,2,25,39,107,8,21,7,40,20,0,21,30,5,0,0,0,0,0,0,0,0,27,0,14,4,0,2,17,0,2,7,0,0,6,0,1,4,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,9,4,2,1,4,2,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,7,1,0,1,1,2,0,1,0,0,0,0,0,0,10,0,0
37 - Ευβοιας,224 E.T. Δήμου Κύμης - Αλιβερίου,306,199,3,4,7,192,48,3,5,2,8,1,0,5,34,81,11,8,13,39,15,2,11,10,1,0,0,0,0,0,0,0,0,19,0,8,2,0,1,10,0,2,10,0,0,4,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,5,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,9,0,0,1,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,225 E.T. Δήμου Κύμης - Αλιβερίου,370,189,1,3,4,185,62,6,10,3,9,4,5,15,16,62,9,13,5,29,1,6,7,10,7,1,1,1,1,1,0,1,2,23,8,7,8,1,1,10,0,2,9,2,2,4,0,6,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,3,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,2,2,2,1,0,0,0,0,0,0,0,0,3,2,1
