ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΡΑΣ ΕΥΑΓΓΕΛΟΣ (ΑΚΗΣ) του Αθανασίου,ΚΑΡΑΠΑΤΑΚΗΣ ΗΛΙΑΣ του Κωνσταντίνου,ΚΟΚΚΙΝΑΚΗ ΦΩΤΕΙΝΗ του Δημητρίου,ΚΟΥΤΣΙΦΕΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΜΕΪΚΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΜΠΑΛΛΗΣ ΣΥΜΕΩΝ (ΜΑΚΗΣ) του Γεωργίου,ΠΑΠΑΝΑΤΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Στεργίου,ΧΡΥΣΟΒΕΛΩΝΗ ΜΑΡΙΝΑ του Γεωργίου,Νέα Δημοκρατία,ΑΝΑΓΝΩΣΤΟΥ ΖΑΦΕΙΡΟΥΛΑ του Χαράλαμπου,ΚΑΛΤΣΟΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΛΙΟΥΠΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΜΑΚΡΗ ΖΩΗ (ΖΕΤΤΑ) του Μιχαήλ,ΜΑΡΑΒΕΓΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αριστοτέλη,ΜΠΟΥΚΩΡΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΠΑΤΣΟΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΤΡΙΑΝΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΛΑΧΑΚΗ ΜΑΡΙΑ του Χρήστου,ΗΛΙΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΚΑΛΟΥΤΣΑΣ ΑΡΤΕΜΙΟΣ του Ματθαίου,ΚΩΣΤΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΙΦΙΓΕΝΕΙΑ (ΕΦΗ) του Αθανασίου,ΠΕΤΡΟΥΛΙΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ (ΑΚΗΣ ) του Ιωάννη,ΣΥΡΟΣ ΓΕΩΡΓΙΟΣ του Χρίστου,ΣΥΡΤΑΔΙΩΤΗΣ ΘΕΟΔΩΡΟΣ του Δημητρίου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΟΥ ΙΩΑΝΝΗΣ του Ιωάννη,ΜΠΕΛΤΖΕΝΙΤΗ ΜΑΓΔΑΛΗΝΗ (Μάνια) του Χρήστου,ΠΛΑΣΤΑΡΑΣ ΤΡΥΦΩΝ του Ευσταθίου,ΣΑΚΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΦΟΡΤΟΥΝΑ ΕΛΕΝΗ του Νικολάου,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ ΦΩΤΙΟΣ του Ιωάννη,ΧΑΥΤΟΥΡΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΧΡΙΣΤΟΔΟΥΛΙΑ ΕΛΕΝΗ του Κωνσταντίνου,Κ.Κ.Ε.,ΑΚΡΙΒΟΥ ΜΥΡΤΩ του Αποστόλου,ΡΗΓΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Αποστόλου,ΡΙΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Δημητρίου,ΡΟΥΣΗ - ΚΩΤΗ ΑΓΟΡΗ (ΡΙΤΣΑ) του Γεωργίου,ΡΟΥΣΣΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΤΕΡΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ελευθερίου,ΤΖΙΟΥΜΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,ΤΣΑΛΟΥΧΑΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,Ένωση Κεντρώων,ΒΟΥΛΓΑΡΗ ΕΙΡΗΝΗ-ΧΡΥΣΟΒΑΛΑΝΤΟΥ του Εμμανουήλ,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Τρύφωνα,ΚΑΒΑΔΕΛΛΑ ΑΘΗΝΑ του Κωνσταντίνου,ΜΠΟΓΟΣΙΑΝ ΑΡΑΜ του Χραντ,ΠΕΤΣΗΣ ΙΩΑΝΝΗΣ του Ευρυπίδη,ΧΡΙΣΤΟΠΟΥΛΟΥ ΕΥΤΥΧΙΑ του Σπυρίδωνα,Ο.Κ.Δ.Ε.,ΣΓΟΥΡΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΑΓΓΙΝΑ ΗΡΩ του Θεοδοσίου,ΠΑΠΑΕΥΣΤΑΘΙΟΥ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΣΚΟΥΦΟΓΛΟΥ ΕΜΜΑΝΟΥΗΛ - ΣΤΥΛΙΑΝΟΣ του Παναγιώτη,ΣΤΕΦΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΧΟΥΛΙΑΡΑ ΓΡΑΜΜΑΤΟΥΛΑ (ΜΑΤΙΝΑ) του Βασιλείου,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΔΗΜΗΤΡΙΟΣ του Ευαγγέλου,ΚΑΜΠΟΥΡΗ ΕΥΑΓΓΕΛΙΑ του Σπυρίδωνα-Εμμανουήλ,ΚΑΤΣΑΜΠΑΣ ΒΑΪΟΣ του Γεωργίου,ΠΑΝΑΓΙΩΤΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ευαγγέλου,ΡΟΪΔΗ ΙΩΑΝΝΑ-ΜΑΡΙΑ του Βασιλείου,ΣΑΜΑΡΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Ιωάννη,ΧΑΤΖΟΠΟΥΛΟΥ ΕΛΕΝΗ χήρα Γεωργίου,ΧΛΕΜΠΟΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΜΗΛΙΟΡΔΟΥ ΕΛΕΝΗ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΜΕΝΤΖΙΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΓΙΑΝΝΙΤΣΑΚΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΜΑΡΚΑΚΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΜΑΡΚΑΤΑ ΑΘΑΝΑΣΙΑ του Ευθυμίου,ΜΠΕΝΟΥ ΑΝΘΟΥΛΑ-ΕΙΡΗΝΗ του Θεοδώρου,ΠΑΡΑΠΑΡΕΚΗ ΜΑΓΔΑΛΗΝΗ του Νικολάου,ΠΛΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Λεωνίδα,ΤΣΑΚΑΝΙΚΑΣ ΑΠΟΣΤΟΛΟΣ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΕΑΤΟΣ ΓΡΗΓΟΡΙΟΣ του Γερασίμου,ΒΛΑΧΟΣΤΑΜΑΤΗΣ ΕΜΜΑΝΟΥΗΛ του Παντελή,ΚΟΥΤΣΙΜΠΟΥ ΕΛΕΝΗ του Στυλιανού,Μ-Λ Κ.Κ.Ε.,ΑΒΤΖΗΑΣΛΑΝ ΑΠΟΣΤΟΛΟΣ του Φανουρίου,ΜΑΡΚΟΒΗ ΜΑΡΙΑ του Σταύρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΙΡΙΣ - ΑΣΗΜΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Αριστοτέλη,ΒΛΑΣΣΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΓΚΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ του Ευσταθίου,ΚΑΡΑΠΑΝΑΓΙΩΤΟΥ ΑΝΑΣΤΑΣΙΑ του Χρήστου,ΚΟΥΜΠΑΡΕΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΑΥΡΟΜΜΑΤΗ ΚΑΙΡΟΥ του Παναγιώτου,Λαϊκή Ενότητα,ΑΥΓΕΡΙΝΟΥ-ΚΟΥΝΑΤΙΔΗ ΕΛΕΝΗ του Ηλία,ΓΙΑΝΚΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜΠΑΛΛΑ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΠΕΦΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΜέΡΑ25,ΑΓΓΕΛΟΥΣΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΒΛΑΧΟΣ ΙΩΑΝΝΗΣ του Μιλτιάδη,ΕΥΑΓΓΕΛΑΚΗΣ ΑΠΟΣΤΟΛΟΣ-ΗΛΙΑΣ του Ιωάννη,ΚΑΡΑΔΗΜΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΙΡΜΙΖΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΙΝΙΔΟΥ ΑΝΝΑ του Νικολάου,Δημιουργία ξανά - Θ. Τζήμερος,ΒΕΛΛΙΟΥ ΜΑΡΙΑ του Βλασίου,ΓΕΩΡΓΟΥΔΗΣ ΔΙΑΝΕΛΟΣ του Γεωργίου,ΠΑΠΑΠΟΣΤΟΛΟΥ ΗΛΙΑΣ του Μιχαήλ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΪΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΚΟΥΒΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΠΑΤΣΙΑΝΤΑΣ ΜΑΡΓΑΡΙΤΗΣ του Ρήγα
23 - Μαγνησίας,180 E.T. Δήμου Βόλου,556,234,5,1,6,228,64,6,9,12,6,23,4,16,18,90,3,28,17,32,18,32,13,7,10,0,8,1,2,1,2,1,0,7,0,2,4,1,1,0,3,0,11,0,3,0,0,0,4,3,5,3,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,3,4,6,1,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,18,6,3,0,5,3,2,3,2,2,0,3,2,0,3
23 - Μαγνησίας,181 E.T. Δήμου Βόλου,569,240,5,5,10,230,69,4,3,12,6,23,5,11,18,79,5,10,18,24,20,20,7,11,10,2,6,1,1,2,0,0,0,22,5,3,9,5,1,1,5,0,5,1,0,2,1,0,0,1,0,4,3,0,0,0,0,2,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,16,2,1,4,1,1,4,12,3,0,0,0,0,1,0,0,4,0,0,2,1,1,1,1,0,0,0,0,5,0,2,0,1,1,0,2,0,0,0,7,1,3,3
23 - Μαγνησίας,182 E.T. Δήμου Βόλου,566,238,1,1,2,236,91,9,5,12,7,27,5,33,30,79,3,11,8,21,27,29,7,7,13,4,3,1,0,0,1,0,0,6,1,0,3,1,0,0,1,0,13,1,0,4,0,1,4,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,19,2,3,2,0,2,4,0,0,0,0,4,2,1,1
23 - Μαγνησίας,183 E.T. Δήμου Βόλου,558,247,1,3,4,243,76,14,1,10,7,18,9,23,21,91,2,19,21,30,24,29,5,13,14,2,8,4,2,1,1,0,0,14,2,0,7,1,1,1,4,0,8,1,2,3,1,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,7,0,1,4,2,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,1,7,0,3,2,8,1,1,2
23 - Μαγνησίας,184 E.T. Δήμου Βόλου,562,246,4,0,4,242,80,10,1,10,3,28,7,24,30,94,2,10,20,28,26,30,7,11,15,2,8,2,0,0,1,1,1,16,2,1,6,5,0,0,5,4,4,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,6,2,0,0,4,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0,2,1,0,0,0,5,1,3,2
23 - Μαγνησίας,185 E.T. Δήμου Βόλου,564,275,2,2,4,271,69,7,3,11,7,25,8,17,18,122,5,23,35,26,23,45,20,14,9,1,5,6,0,0,2,1,1,17,5,0,4,3,0,0,9,0,19,2,3,2,1,3,8,2,4,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,13,2,1,2,2,1,2,4,5,0,0,0,0,0,0,0,4,0,0,0,2,1,3,1,0,0,0,0,8,0,0,0,1,3,3,3,1,1,0,1,0,0,1
23 - Μαγνησίας,186 E.T. Δήμου Βόλου,559,198,5,1,6,192,48,7,2,6,4,13,3,17,8,70,2,18,14,23,11,24,9,9,10,4,5,0,0,0,0,0,1,6,0,0,0,1,0,0,4,0,8,1,1,1,0,5,2,2,2,4,3,0,0,1,0,1,0,0,4,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,17,1,3,6,3,3,1,2,3,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,13,2,6,1,1,6,2,3,0,2,0,5,4,1,2
23 - Μαγνησίας,187 E.T. Δήμου Βόλου,566,389,4,0,4,385,136,10,6,11,7,49,7,43,40,128,2,35,39,35,32,42,12,12,28,2,20,7,1,0,4,0,1,11,8,0,3,0,0,0,3,0,36,4,2,8,18,1,10,3,2,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,3,0,10,1,3,2,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,11,2,1,0,2,1,3,1,0,1,0,1,0,0,0
23 - Μαγνησίας,188 E.T. Δήμου Βόλου,451,298,4,4,8,290,97,6,2,11,7,56,10,34,26,116,5,34,30,27,16,47,20,14,6,1,5,0,0,1,1,0,0,18,4,1,3,4,1,1,9,3,18,2,0,10,4,2,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,2,1,7,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,13,4,8,1,0,1,0,1,0,0,0,7,0,5,6
23 - Μαγνησίας,189 E.T. Δήμου Βόλου,543,394,7,6,13,381,111,9,6,13,5,39,0,35,26,132,0,30,29,36,23,43,17,21,15,3,8,0,0,0,6,0,0,30,4,0,9,2,5,0,13,7,25,1,0,1,9,0,10,3,2,6,3,1,1,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,31,4,1,4,4,2,1,8,4,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,17,3,0,1,0,3,3,2,2,2,0,3,0,1,1
23 - Μαγνησίας,190 E.T. Δήμου Βόλου,428,232,6,0,6,226,57,4,5,7,9,17,4,14,15,100,4,27,24,29,18,43,14,6,8,2,4,1,1,0,2,1,0,13,5,0,2,1,0,0,1,0,23,2,0,2,11,1,15,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,5,4,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0,2,2,2,1,2,0,4,0,0,0
23 - Μαγνησίας,191 E.T. Δήμου Βόλου,362,218,1,4,5,213,62,5,2,5,7,16,5,17,17,81,2,36,16,15,20,27,8,4,7,3,1,0,0,0,5,0,1,10,0,1,2,2,2,0,2,0,29,0,0,6,11,1,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,10,1,1,0,1,0,1,2,0,1,0,4,2,1,1
23 - Μαγνησίας,192 E.T. Δήμου Βόλου,326,179,3,0,3,176,53,7,4,10,5,39,6,12,16,62,2,5,7,32,15,21,3,11,8,1,8,1,1,1,1,0,1,7,3,1,1,0,0,2,2,1,20,1,2,5,1,0,2,1,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,9,1,2,1,2,0,2,2,1,1,0,2,0,0,1
23 - Μαγνησίας,193 E.T. Δήμου Βόλου,424,276,1,1,2,274,80,14,3,13,12,14,6,25,18,95,4,14,13,49,16,27,7,11,11,1,8,1,2,0,1,0,1,12,2,0,4,6,1,2,2,0,18,0,1,6,1,0,7,0,4,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,25,1,4,15,2,1,1,3,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,13,3,2,0,1,1,2,5,1,4,1,9,0,3,5
23 - Μαγνησίας,194 E.T. Δήμου Βόλου,519,344,1,2,3,341,88,3,26,7,3,25,3,16,34,162,1,20,34,26,27,27,4,109,10,4,7,1,2,0,1,0,0,31,5,2,5,3,3,15,8,1,8,2,0,3,0,0,3,1,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,6,2,3,1,1,1,0,0,0,0,0,0,0,8,1,0,5,5,0,0,1,1,0,0,0,17,6,4,1,9,1,3,0,0,0,0,2,2,1,0
23 - Μαγνησίας,195 E.T. Δήμου Βόλου,508,346,1,2,3,343,104,11,37,10,2,21,5,17,42,160,1,10,26,19,18,42,5,124,13,2,9,0,0,1,0,1,3,19,3,0,4,1,1,9,6,1,11,1,3,1,0,0,3,1,0,6,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,4,6,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,11,0,1,1,2,1,4,1,0,0,1,2,1,2,1
23 - Μαγνησίας,196 E.T. Δήμου Βόλου,551,347,5,3,8,339,102,1,49,9,6,15,4,22,31,169,2,11,34,14,27,43,3,122,11,0,3,6,0,0,1,1,2,20,2,1,1,6,0,3,8,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,3,2,2,1,3,2,1,1,1,0,0,0,0,7,1,1,0,1,2,4,1,0,0,1,0,6,2,0,1,2,1,1,1,1,0,1,5,3,3,2
23 - Μαγνησίας,197 E.T. Δήμου Βόλου,505,317,7,4,11,306,89,5,30,8,4,17,8,16,22,139,1,12,31,19,16,22,7,103,7,1,3,0,0,0,0,0,0,25,4,0,9,1,1,6,5,2,13,4,7,7,1,0,1,1,1,3,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13,1,3,2,0,4,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,12,1,1,0,6,0,1,1,0,0,0,1,0,1,0
23 - Μαγνησίας,198 E.T. Δήμου Βόλου,511,325,4,3,7,318,109,5,82,10,4,15,3,26,29,123,3,7,14,17,15,31,0,101,7,1,4,0,1,0,0,0,0,18,4,1,4,2,2,6,4,1,16,1,0,4,1,0,2,2,2,9,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,9,0,4,5,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,2,3,1,3,2,0,0,0,0,13,2,0,0,5,2,2,2,1,0,1,3,2,3,0
23 - Μαγνησίας,199 E.T. Δήμου Βόλου,509,333,6,1,7,326,100,2,26,4,3,21,1,26,45,161,0,12,33,22,13,29,5,123,5,1,3,1,2,0,0,0,1,18,6,0,3,6,4,2,8,0,13,1,0,4,1,1,0,3,3,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,4,1,3,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,11,1,0,2,2,1,2,0,0,0,0,2,0,1,0
23 - Μαγνησίας,200 E.T. Δήμου Βόλου,505,387,6,0,6,381,104,3,33,6,3,15,5,22,38,183,2,11,41,26,15,35,9,115,15,3,8,2,0,2,0,0,1,24,14,1,2,7,1,3,6,0,14,3,5,1,1,4,3,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,2,7,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19,2,1,0,5,2,1,1,0,0,0,6,3,2,1
23 - Μαγνησίας,201 E.T. Δήμου Βόλου,507,395,6,2,8,387,120,2,37,5,6,29,1,20,44,176,0,15,39,0,18,40,3,122,12,0,7,1,1,0,2,0,1,25,1,0,6,3,3,4,10,3,10,3,1,3,0,0,2,4,1,8,3,1,1,1,1,1,0,0,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,14,1,1,6,6,0,1,1,2,0,0,0,0,0,0,0,3,0,1,1,0,1,0,1,1,0,0,0,12,2,2,0,5,2,2,1,1,1,0,1,0,0,1
23 - Μαγνησίας,202 E.T. Δήμου Βόλου,510,378,10,1,11,367,121,9,51,12,6,18,4,19,35,173,3,12,46,27,30,40,3,116,8,2,8,3,0,0,0,0,2,18,4,2,1,1,4,3,8,2,5,1,0,1,0,2,2,2,0,12,3,2,0,0,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,3,0,1,0,0,0,0,0,13,0,1,1,4,2,2,3,1,1,0,2,1,1,1
23 - Μαγνησίας,203 E.T. Δήμου Βόλου,330,223,3,1,4,219,47,3,8,2,4,15,0,19,19,102,1,9,40,22,17,48,3,30,2,2,2,0,0,0,0,0,0,21,0,0,4,0,3,15,8,1,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,6,0,2,2,0,0,1,1,2,0,0,0,0,0,0,0,4,1,1,0,3,0,0,0,0,0,0,0,29,2,1,0,24,2,0,0,0,0,0,0,0,0,0
23 - Μαγνησίας,205 E.T. Δήμου Βόλου,477,344,9,0,9,335,76,4,25,5,0,13,0,16,23,178,4,14,48,25,20,74,8,88,7,0,3,2,0,0,0,2,0,28,2,1,5,5,1,9,7,0,8,0,0,0,1,0,2,1,1,4,1,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,1,3,1,0,0,0,0,19,1,2,9,2,3,1,0,7,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,1,0,1,2,0,1,0,3,0,0,0
23 - Μαγνησίας,206 E.T. Δήμου Βόλου,568,343,4,2,6,337,157,15,4,37,6,55,21,41,40,90,9,13,20,26,20,35,4,6,10,2,9,0,1,0,0,0,2,19,4,0,7,6,1,0,7,0,13,2,2,3,1,0,8,2,5,5,1,2,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,4,3,5,0,1,3,6,3,1,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,13,2,4,1,1,2,2,3,1,1,1,4,1,2,2
23 - Μαγνησίας,207 E.T. Δήμου Βόλου,561,342,5,1,6,336,119,12,7,30,10,54,14,22,28,100,5,20,31,22,30,45,8,10,13,4,7,2,2,1,3,0,0,36,7,3,16,4,5,2,15,0,23,2,3,8,1,3,9,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,1,1,0,0,1,0,0,0,17,0,1,3,3,3,2,3,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,1,1,15,3,4,0,1,4,4,2,0,1,0,4,1,1,0
23 - Μαγνησίας,208 E.T. Δήμου Βόλου,567,332,3,2,5,327,146,13,6,31,14,62,11,50,30,78,3,12,12,12,26,31,4,6,13,3,11,2,2,0,2,0,0,19,3,0,6,4,3,0,9,1,19,3,4,6,2,2,8,1,3,5,0,2,0,1,1,1,0,0,1,0,1,0,0,1,5,1,2,0,1,0,2,0,1,0,0,21,4,6,8,6,1,3,3,3,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,11,1,3,2,0,1,2,0,0,0,0,6,1,4,2
23 - Μαγνησίας,209 E.T. Δήμου Βόλου,535,339,7,3,10,329,138,7,7,33,12,64,14,31,36,81,4,12,17,24,32,26,4,5,15,2,10,1,1,0,1,0,0,19,1,0,9,4,2,0,7,2,26,4,2,7,0,8,5,1,10,1,0,0,0,0,0,0,0,0,2,2,0,0,1,1,2,0,0,0,2,0,0,0,2,0,0,21,4,3,8,5,2,3,3,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,13,4,3,1,0,2,2,3,1,0,2,5,4,3,0
23 - Μαγνησίας,210 E.T. Δήμου Βόλου,545,332,5,1,6,326,158,22,7,39,2,81,14,43,40,72,4,14,12,26,31,27,4,7,8,1,6,0,0,0,1,0,2,15,3,1,8,3,3,1,6,1,26,7,5,6,1,2,9,2,7,7,5,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,7,2,2,2,3,6,0,0,0,0,0,0,0,3,1,0,0,0,0,2,1,1,0,1,0,15,6,0,1,2,5,7,1,0,1,0,3,1,2,0
23 - Μαγνησίας,211 E.T. Δήμου Βόλου,555,315,4,1,5,310,145,16,3,22,8,69,19,24,32,63,3,16,16,15,16,29,5,6,5,1,4,2,0,1,1,0,0,13,5,0,4,3,1,0,6,0,33,1,1,8,0,1,16,4,5,5,1,0,3,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0,2,2,0,2,1,6,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,4,9,3,3,3,6,1,1,1,0,4,3,1,2
23 - Μαγνησίας,212 E.T. Δήμου Βόλου,530,318,5,0,5,313,123,9,4,19,13,55,14,25,32,80,0,16,14,26,13,28,4,8,13,2,6,1,1,1,1,1,0,24,9,2,7,3,0,0,8,0,22,1,3,3,4,6,4,5,4,1,0,0,0,1,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,18,1,3,5,5,3,2,3,4,0,0,0,0,0,0,0,5,1,1,2,1,0,0,1,0,0,0,0,13,3,2,1,0,3,3,5,0,2,2,5,0,1,3
