ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΖΑΧΑΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Αντωνίου,ΚΕΛΕΠΟΥΡΗ ΑΓΓΕΛΙΚΗ του Παναγιώτη,ΚΟΖΟΜΠΟΛΗ - ΑΜΑΝΑΤΙΔΗ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΙΝΕΑΣ ΠΕΤΡΟΣ του Νικολάου,ΠΑΤΣΑΡΙΝΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΧΑΡΙΤΣΗΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΞΗΣ) του Βύρωνα,Νέα Δημοκρατία,ΚΟΥΜΑΝΤΟΥ ΠΑΝΑΓΙΩΤΑ (ΠΙΠΙΝΑ) του Παναγή,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΣΑ) του Κυριάκου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΑΝΤΑΣ ΠΕΡΙΚΛΗΣ του Παντελή,ΝΤΙΝΤΑ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΣΑΜΑΡΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΧΡΥΣΟΜΑΛΛΗΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Παναγιώτη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΟΙΜΟΝΟΣ ΒΑΣΙΛΗΣ του Ιωάννη,ΚΕΤΣΕΑ ΦΡΙΝΤΑ του Θρασύβουλου,ΞΕΝΟΥΛΗ ΔΕΣΠΟΙΝΑ του Σπυρίδωνος,ΠΑΝΟΥΣΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΡΟΥΣΣΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κίνημα Αλλαγής,ΑΛΕΥΡΑΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΑΝΤΩΝΟΠΟΥΛΟΣ ΑΓΓΕΛΟΣ του Νικολάου,ΒΑΡΕΛΑ ΒΑΣΙΛΙΚΗ του Νικήτα,ΓΕΡΟΝΙΚΟΛΟΣ ΜΕΝΕΛΑΟΣ του Κωνσταντίνου,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΝΤΟΥΡΑΤΖΗ (ΜΠΛΑΝΑ) ΑΘΗΝΑ του Αθανασίου,ΠΙΕΡΡΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,Κ.Κ.Ε.,ΚΑΝΤΖΙΛΙΕΡΗ ΧΡΙΣΤΙΝΑ - ΕΛΕΥΘΕΡΙΑ του Παναγιώτη,ΚΟΥΤΟΥΜΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σαράντου,ΚΟΥΦΑΛΑΚΟΥ ΕΥΑΓΓΕΛΙΑ του Παναγιώτη,ΛΑΜΠΡΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΜΥΡΝΗΣ ΑΡΓΥΡΙΟΣ του Αντωνίου,ΧΡΗΣΤΕΑ ΣΤΕΛΛΑ του Νικολάου,Ένωση Κεντρώων,ΑΡΓΥΡΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΚΑΡΥΔΗ ΕΥΔΟΚΙΑ - ΑΘΑΝΑΣΟΥΛΑ του Αντωνίου,ΜΠΑΚΑΣ ΦΩΤΙΟΣ του Αθανασίου,ΡΗΓΑ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,ΧΡΙΣΤΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ισαάκ - Ευάγγελου,Ο.Κ.Δ.Ε.,ΠΑΠΑΘΑΝΑΣΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΑΡΑΝΤΖΙΩΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ηλία,ΚΑΠΕΤΑΝΑΚΗ ΓΑΡΥΦΑΛΛΙΑ του Αποστόλου,ΚΑΤΣΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΠΕΤΡΑΚΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΗΛΙΑΣ του Σπήλιου,ΑΛΕΞΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αθανασίου,ΓΕΩΡΓΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΚΑΤΣΙΡΕΑΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΑΜΨΩΝΑ ΑΘΗΝΑ του Σπυρίδωνος,ΣΩΦΡΟΝΑ ΜΑΡΙΑ του Χρήστου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΡΑΤΑΣΗ ΘΕΟΔΩΡΑ του Αδάμ,ΚΑΝΙΩΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδωνος,ΚΑΡΑΜΠΙΝΗΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΥΣΤΑΘΙΟΣ του Βασιλείου,ΣΠΑΘΗ ΜΑΡΙΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΒΑΡΣΟΥ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΕΥΓΕΝΙΟΣ του Ευσταθίου,Μ-Λ Κ.Κ.Ε.,ΚΑΤΣΑΦΑΔΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Παναγιώτη,Λαϊκή Ενότητα,ΔΕΤΑΣ ΠΟΥΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ - ΑΝΤΩΝΙΟΣ του Σπυρίδωνος,ΔΟΥΛΑΜΗ ΠΕΤΡΟΥΛΑ του Χαράλαμπου,ΜΗΤΣΗ ΜΑΡΙΑ του Δημητρίου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Ιωάννη,ΜέΡΑ25,ΑΛΕΞΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΑΚΑΒΑΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Στυλιανού,ΚΥΒΕΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΑΝΩΛΑΚΑΚΗ ΕΛΕΝΗ του Ιωάννη,ΣΑΡΔΕΛΗ ΜΑΡΙΑ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΔΑΡΑΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΚΑΣΙΜΑΤΗ ΕΛΕΥΘΕΡΙΑ του Χαράλαμπου,ΛΙΒΑΣ ΠΕΡΙΚΛΗΣ του Βασιλείου,ΤΣΑΝΤΟΥΛΗ ΗΛΕΚΤΡΑ του Γεωργίου,ΧΑΡΜΠΙΛΑΣ ΒΑΣΙΛΕΙΟΣ του Περικλή,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΡΑΛΛΗΣ ΑΘΑΝΑΣΙΟΣ-ΓΕΩΡΓΙΟΣ (ΑΚΗΣ) του Νικολάου
46 - Μεσσηνίας,224 E.T. Δήμου Μεσσήνης,523,279,4,0,4,275,98,7,2,13,51,13,7,47,107,14,7,61,17,13,23,38,7,0,1,1,0,4,25,15,0,1,9,8,1,0,11,3,3,2,0,3,0,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,12,1,0,0,4,3,2,0,1,0,1,0,1,0
46 - Μεσσηνίας,225 E.T. Δήμου Μεσσήνης,551,307,10,4,14,293,108,13,5,16,38,15,6,55,118,13,8,77,23,11,25,31,17,1,3,2,1,8,18,11,1,3,10,2,0,1,9,1,3,0,0,1,0,2,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,1,0,5,1,0,0,0,0,0,0,0
46 - Μεσσηνίας,226 E.T. Δήμου Μεσσήνης,540,314,6,1,7,307,92,8,5,13,36,14,4,50,142,6,20,86,18,12,0,68,12,8,0,0,0,8,25,13,0,2,12,3,1,3,10,3,1,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,12,4,1,0,1,3,3,1,0,0,0,0,0,0
46 - Μεσσηνίας,227 E.T. Δήμου Μεσσήνης,538,296,1,3,4,292,99,10,8,14,37,9,10,52,127,19,9,83,22,22,0,44,7,1,1,1,0,5,17,7,0,2,3,3,1,4,12,1,3,2,0,4,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,2,3,2,0,0,0,1,0,0,0,1,0,1,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,8,6
46 - Μεσσηνίας,228 E.T. Δήμου Μεσσήνης,521,327,4,3,7,320,97,10,5,24,30,15,6,51,153,13,19,99,17,19,0,55,13,3,0,0,2,9,24,11,0,0,13,5,5,2,2,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,1,2,3,2,0,0,0,0,0,1,0
46 - Μεσσηνίας,229 E.T. Δήμου Μεσσήνης,520,321,2,3,5,316,95,12,6,18,32,11,4,55,126,10,29,80,10,9,0,41,11,8,2,0,2,2,32,12,1,0,9,7,4,1,28,7,10,4,3,10,1,2,3,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,11,7,2,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,2,1,2,0,1,0,1,0,1,1
46 - Μεσσηνίας,230 E.T. Δήμου Μεσσήνης,437,223,4,3,7,216,51,11,4,11,11,10,0,19,92,3,9,66,20,12,0,32,13,4,1,0,2,8,22,12,2,1,5,10,0,1,23,4,13,2,0,13,1,0,3,2,1,0,0,0,1,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,1,0
46 - Μεσσηνίας,231 E.T. Δήμου Μεσσήνης,341,165,4,1,5,160,35,1,1,6,9,6,1,21,72,10,3,45,15,9,0,22,7,2,2,1,1,3,22,19,2,0,3,6,1,0,7,0,4,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,1,1,0,0,0,1,0,0,0
46 - Μεσσηνίας,232 E.T. Δήμου Μεσσήνης,472,262,2,0,2,260,70,10,6,9,27,7,4,37,131,26,19,79,9,12,0,31,11,1,0,0,0,2,15,11,0,1,5,7,0,1,7,2,4,0,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,13,0,1,8,2,3,0,0,0,0,0,2,1,0,0,0,0,0,0,6,1,1,1,1,3,0,0,0,0,0,0,1,0
46 - Μεσσηνίας,233 E.T. Δήμου Μεσσήνης,498,260,8,4,12,248,74,17,3,9,26,11,6,19,113,16,22,66,8,17,29,24,14,6,1,2,0,5,13,3,1,2,1,5,0,5,6,3,1,1,0,3,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,2,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,7,5
46 - Μεσσηνίας,234 E.T. Δήμου Μεσσήνης,345,127,1,1,2,125,32,4,0,7,10,2,2,16,61,12,9,41,9,5,13,17,3,2,2,1,0,0,8,4,1,1,4,0,0,1,2,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,235 E.T. Δήμου Μεσσήνης,355,147,2,0,2,145,47,2,4,6,19,4,3,12,59,7,4,42,10,2,4,10,9,5,1,0,2,3,3,1,0,0,1,0,0,0,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,1,4,0,0,0,0,1,3,2
46 - Μεσσηνίας,236 E.T. Δήμου Μεσσήνης,365,185,1,1,2,183,50,5,0,5,18,3,1,33,77,11,12,53,5,6,0,43,6,1,1,0,0,2,14,10,0,1,5,2,0,0,26,3,16,0,2,13,1,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2,0
46 - Μεσσηνίας,237 E.T. Δήμου Μεσσήνης,459,234,4,1,5,229,53,5,4,8,14,9,2,21,133,19,23,48,29,14,15,65,8,0,0,1,1,3,11,2,0,0,5,3,0,1,9,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,7,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0
46 - Μεσσηνίας,238 E.T. Δήμου Μεσσήνης,188,103,1,1,2,101,29,4,2,5,8,4,8,11,28,8,4,17,3,2,0,7,10,5,3,2,1,2,5,2,2,0,2,1,0,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1,2,2,2,1,1,0,0,0,3,2
46 - Μεσσηνίας,239 E.T. Δήμου Μεσσήνης,460,233,2,1,3,230,61,8,0,9,18,9,2,33,94,12,16,63,20,9,17,14,9,1,1,2,1,2,16,6,1,0,8,1,0,0,24,9,15,2,2,11,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,9,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,0,2,2,1,1,0,1,0,0,2,1
46 - Μεσσηνίας,240 E.T. Δήμου Μεσσήνης,261,128,0,0,0,128,38,1,0,19,6,6,2,8,57,2,3,27,10,1,0,24,7,2,2,0,0,3,6,4,0,1,3,0,0,0,6,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
46 - Μεσσηνίας,241 E.T. Δήμου Μεσσήνης,302,113,1,0,1,112,42,5,2,7,8,4,4,11,37,7,9,19,7,10,0,8,2,1,0,0,0,2,8,4,0,0,1,6,0,0,8,1,3,0,1,3,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,0,2,1,0,0,0,0,0,0,1,0
46 - Μεσσηνίας,242 E.T. Δήμου Μεσσήνης,270,113,4,1,5,108,40,4,3,13,14,6,4,14,31,3,0,18,5,7,0,8,4,1,2,1,1,1,17,9,1,0,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,1,1,0,0,0,1,0,0
46 - Μεσσηνίας,243 E.T. Δήμου Μεσσήνης,239,112,1,1,2,110,29,0,0,2,8,3,1,12,54,9,5,24,12,9,0,22,2,1,0,1,0,1,11,5,1,0,8,1,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,6,2,0,1,1,2,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,244 E.T. Δήμου Μεσσήνης,286,136,0,0,0,136,45,1,1,13,14,3,3,27,62,9,5,38,12,7,0,18,3,2,1,0,0,2,11,8,1,0,7,2,0,0,3,1,1,0,2,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,1,0,0,0,0,0,2,2
46 - Μεσσηνίας,245 E.T. Δήμου Μεσσήνης,503,293,5,0,5,288,82,14,3,10,41,6,4,39,112,23,24,48,14,23,0,39,7,4,0,0,1,2,49,2,1,0,3,48,1,0,11,2,2,2,4,5,2,2,3,2,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,5,2,2,0,0,0,0,0,2,2,1,0,0,0,1,1,7,1,2,0,3,5,1,0,0,0,0,0,1,0
46 - Μεσσηνίας,246 E.T. Δήμου Μεσσήνης,458,244,1,3,4,240,73,6,4,9,36,6,1,36,86,18,11,41,5,9,0,34,6,1,1,1,0,0,33,6,1,1,1,26,0,0,13,2,3,0,0,2,3,5,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,9,1,0,0,5,6,2,1,0,0,0,0,3,2
46 - Μεσσηνίας,247 E.T. Δήμου Μεσσήνης,466,259,2,3,5,254,89,9,6,19,30,12,3,43,85,11,8,43,10,18,0,23,5,1,2,0,0,2,41,8,2,1,6,36,0,0,13,4,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,2,2,1,1,0,1,1,0,2,0,1,0,0,0,0,1,7,0,1,0,0,2,0,0,0,0,0,0,2,2
46 - Μεσσηνίας,248 E.T. Δήμου Μεσσήνης,467,239,3,0,3,236,64,6,3,10,33,3,4,24,95,13,19,47,12,12,0,32,8,4,2,2,2,3,37,5,0,1,3,36,0,2,9,1,5,2,0,1,1,2,4,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,8,5,0,2,2,2,0,0,0,0,0,0,4,2
46 - Μεσσηνίας,249 E.T. Δήμου Μεσσήνης,497,254,4,2,6,248,74,11,6,14,26,2,4,23,104,16,9,56,13,11,12,49,8,3,1,1,1,7,10,1,0,0,0,6,0,0,22,7,3,1,0,2,7,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,0,0,0,0,0,0,6,4
46 - Μεσσηνίας,250 E.T. Δήμου Μεσσήνης,563,356,5,1,6,350,101,6,3,30,16,17,2,70,124,9,20,73,23,26,0,53,15,2,0,1,0,12,36,19,0,1,15,12,3,3,45,2,6,1,9,7,15,4,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,15,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,7,2
46 - Μεσσηνίας,251 E.T. Δήμου Μεσσήνης,162,94,0,0,0,94,32,6,1,11,11,3,4,11,37,0,15,13,0,4,3,22,1,0,0,0,0,0,12,10,0,1,5,1,0,0,9,2,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,252 E.T. Δήμου Μεσσήνης,205,100,1,1,2,98,27,7,0,8,12,3,2,15,34,4,8,15,0,5,10,15,1,0,0,0,0,0,29,14,2,1,9,16,2,0,5,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,253 E.T. Δήμου Μεσσήνης,394,206,0,1,1,205,41,5,5,8,16,8,2,14,99,2,23,37,17,8,0,41,7,1,1,0,1,5,25,7,0,2,10,11,2,1,5,2,1,0,1,0,2,0,2,0,1,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,17,2,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,254 E.T. Δήμου Μεσσήνης,146,58,0,0,0,58,28,3,0,5,6,5,0,14,15,0,2,12,0,1,4,4,2,1,1,1,1,0,6,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
46 - Μεσσηνίας,255 E.T. Δήμου Μεσσήνης,227,89,0,1,1,88,31,0,0,2,11,9,0,13,33,3,6,10,12,8,7,12,0,0,0,0,0,0,11,2,0,1,4,7,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,4,1,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,256 E.T. Δήμου Μεσσήνης,190,68,0,1,1,67,27,1,1,2,11,0,0,22,16,2,5,7,1,1,0,3,0,0,0,0,0,0,16,8,0,1,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
46 - Μεσσηνίας,257 E.T. Δήμου Μεσσήνης,224,87,2,1,3,84,24,1,1,5,14,1,2,11,39,3,22,13,4,4,8,9,1,0,0,1,1,0,13,3,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,0,0,2,2
46 - Μεσσηνίας,258 E.T. Δήμου Μεσσήνης,465,237,2,2,4,233,69,8,3,3,23,6,4,35,98,8,18,40,20,5,20,36,1,0,1,0,0,0,20,6,0,0,9,13,2,0,26,2,4,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,4,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,1,0,1,0,0,0,1,0,1,0
46 - Μεσσηνίας,259 E.T. Δήμου Μεσσήνης,516,275,6,1,7,268,91,8,4,19,25,10,6,38,125,20,30,55,14,5,0,61,3,0,0,0,0,0,19,4,0,3,1,15,0,0,10,1,3,1,2,0,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,2,1
46 - Μεσσηνίας,260 E.T. Δήμου Μεσσήνης,564,288,1,2,3,285,59,5,5,10,10,17,0,45,166,13,18,128,12,31,19,48,2,0,0,0,1,1,17,4,0,0,9,10,0,0,13,4,4,1,1,7,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,6,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,6,1,1,0,1,2,7,1,2,0,2,3,2,2
46 - Μεσσηνίας,261 E.T. Δήμου Μεσσήνης,135,53,1,0,1,52,13,1,0,2,2,7,1,13,27,8,4,22,0,0,0,6,4,1,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,3,3
46 - Μεσσηνίας,262 E.T. Δήμου Μεσσήνης,191,93,1,0,1,92,21,0,1,0,4,7,2,12,45,3,4,24,24,3,0,14,0,0,0,0,0,0,3,3,0,0,3,0,0,0,17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,263 E.T. Δήμου Μεσσήνης,199,111,7,0,7,104,42,6,5,9,7,10,1,27,45,4,5,37,6,5,9,6,0,0,0,0,0,0,5,2,0,1,3,0,0,0,4,2,0,1,2,2,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,1,0,0,0,1,0,1,1
46 - Μεσσηνίας,264 E.T. Δήμου Μεσσήνης,209,94,1,0,1,93,35,2,4,5,8,10,0,24,43,6,3,27,8,9,3,10,0,0,0,0,0,0,5,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
